station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
-20.7, 21.0, -20.8, 591.2, 2022-01-01 00:00:00, 189.0, -9.8
-20.8, None, None, 591.2, 2022-01-01 00:15:00, 190.0, None
-20.6, None, None, 591.2, 2022-01-01 00:30:00, 190.0, None
-20.3, None, None, 591.2, 2022-01-01 00:45:00, 190.0, None
-20.0, None, None, 592.2, 2022-01-01 01:00:00, 189.0, None
-19.8, None, None, 592.2, 2022-01-01 01:15:00, 190.0, None
-20.0, None, None, 592.2, 2022-01-01 01:30:00, 190.0, None
-20.0, None, None, 593.3, 2022-01-01 01:45:00, 190.0, None
-19.9, None, None, 593.3, 2022-01-01 02:00:00, 190.0, None
-19.6, None, None, 593.3, 2022-01-01 02:15:00, 190.0, None
-19.0, None, None, 593.3, 2022-01-01 02:30:00, 190.0, None
-18.6, None, None, 594.3, 2022-01-01 02:45:00, 190.0, None
-18.4, None, None, 594.3, 2022-01-01 03:00:00, 190.0, None
-18.2, None, None, 594.3, 2022-01-01 03:15:00, 190.0, None
-17.9, None, None, 594.3, 2022-01-01 03:30:00, 190.0, None
-17.8, None, None, 595.4, 2022-01-01 03:45:00, 190.0, None
-17.5, None, None, 595.4, 2022-01-01 04:00:00, 190.0, None
-17.4, None, None, 596.4, 2022-01-01 04:15:00, 190.0, None
-17.3, None, None, 597.5, 2022-01-01 04:30:00, 190.0, None
-17.2, None, None, 597.5, 2022-01-01 04:45:00, 190.0, None
-17.1, None, None, 598.5, 2022-01-01 05:00:00, 190.0, None
-17.0, None, None, 599.6, 2022-01-01 05:15:00, 190.0, None
-17.0, None, None, 600.6, 2022-01-01 05:30:00, 190.0, None
-16.9, None, None, 601.7, 2022-01-01 05:45:00, 190.0, None
-16.8, None, None, 602.7, 2022-01-01 06:00:00, 190.0, None
-16.7, None, None, 603.8, 2022-01-01 06:15:00, 190.0, None
-16.5, None, None, 604.8, 2022-01-01 06:30:00, 190.0, None
-16.4, None, None, 604.8, 2022-01-01 06:45:00, 190.0, None
-16.2, None, None, 605.9, 2022-01-01 07:00:00, 190.0, None
-15.9, None, None, 605.9, 2022-01-01 07:15:00, 190.0, None
-15.7, None, None, 605.9, 2022-01-01 07:30:00, 190.0, None
-15.5, None, None, 605.9, 2022-01-01 07:45:00, 190.0, None
-15.4, None, None, 606.9, 2022-01-01 08:00:00, 190.0, None
-15.2, None, None, 606.9, 2022-01-01 08:15:00, 191.0, None
-15.0, None, None, 606.9, 2022-01-01 08:30:00, 191.0, None
-14.8, None, None, 608.0, 2022-01-01 08:45:00, 191.0, None
-14.5, None, None, 608.0, 2022-01-01 09:00:00, 191.0, None
-14.3, None, None, 608.0, 2022-01-01 09:15:00, 191.0, None
-14.1, None, None, 608.0, 2022-01-01 09:30:00, 191.0, None
-14.0, None, None, 608.0, 2022-01-01 09:45:00, 191.0, None
-13.9, None, None, 608.0, 2022-01-01 10:00:00, 191.0, None
-13.9, None, None, 608.0, 2022-01-01 10:15:00, 192.0, None
-13.7, None, None, 608.0, 2022-01-01 10:30:00, 192.0, None
-13.5, None, None, 608.0, 2022-01-01 10:45:00, 192.0, None
-13.4, None, None, 608.0, 2022-01-01 11:00:00, 192.0, None
-13.4, None, None, 608.0, 2022-01-01 11:15:00, 194.0, None
-13.3, None, None, 609.0, 2022-01-01 11:30:00, 194.0, None
-13.3, None, None, 609.0, 2022-01-01 11:45:00, 194.0, None
-13.3, None, None, 609.0, 2022-01-01 12:00:00, 194.0, None
-13.3, None, None, 609.0, 2022-01-01 12:15:00, 194.0, None
-13.4, None, None, 609.0, 2022-01-01 12:30:00, 194.0, None
-13.5, None, None, 609.0, 2022-01-01 12:45:00, 194.0, None
-13.6, None, None, 610.1, 2022-01-01 13:00:00, 194.0, None
-13.7, None, None, 610.1, 2022-01-01 13:15:00, 196.0, None
-13.6, None, None, 610.1, 2022-01-01 13:30:00, 196.0, None
-13.6, None, None, 610.1, 2022-01-01 13:45:00, 195.0, None
-13.5, None, None, 610.1, 2022-01-01 14:00:00, 196.0, None
-13.5, None, None, 610.1, 2022-01-01 14:15:00, 197.0, None
-13.4, None, None, 610.1, 2022-01-01 14:30:00, 197.0, None
-13.3, None, None, 610.1, 2022-01-01 14:45:00, 197.0, None
-12.9, None, None, 610.1, 2022-01-01 15:00:00, 197.0, None
-12.7, None, None, 610.1, 2022-01-01 15:15:00, 201.0, None
-12.8, None, None, 610.1, 2022-01-01 15:30:00, 201.0, None
-13.0, None, None, 610.1, 2022-01-01 15:45:00, 201.0, None
-13.0, None, None, 610.1, 2022-01-01 16:00:00, 201.0, None
-13.1, None, None, 610.1, 2022-01-01 16:15:00, 205.0, None
-13.1, None, None, 610.1, 2022-01-01 16:30:00, 205.0, None
-13.0, None, None, 611.1, 2022-01-01 16:45:00, 205.0, None
-12.9, None, None, 611.1, 2022-01-01 17:00:00, 205.0, None
-12.8, None, None, 611.1, 2022-01-01 17:15:00, 209.0, None
-12.7, None, None, 611.1, 2022-01-01 17:30:00, 209.0, None
-12.6, None, None, 611.1, 2022-01-01 17:45:00, 209.0, None
-12.5, None, None, 611.1, 2022-01-01 18:00:00, 209.0, None
-12.4, None, None, 612.2, 2022-01-01 18:15:00, 209.0, None
-12.3, None, None, 613.2, 2022-01-01 18:30:00, 209.0, None
-12.2, None, None, 613.2, 2022-01-01 18:45:00, 209.0, None
-12.1, None, None, 614.3, 2022-01-01 19:00:00, 209.0, None
-12.0, None, None, 614.3, 2022-01-01 19:15:00, 210.0, None
-12.0, None, None, 614.3, 2022-01-01 19:30:00, 210.0, None
-11.9, None, None, 614.3, 2022-01-01 19:45:00, 210.0, None
-11.7, None, None, 614.3, 2022-01-01 20:00:00, 210.0, None
-11.6, None, None, 615.3, 2022-01-01 20:15:00, 212.0, None
-11.5, None, None, 615.3, 2022-01-01 20:30:00, 212.0, None
-11.3, None, None, 616.4, 2022-01-01 20:45:00, 212.0, None
-11.2, None, None, 616.4, 2022-01-01 21:00:00, 212.0, None
-11.1, None, None, 616.4, 2022-01-01 21:15:00, 213.0, None
-11.0, None, None, 616.4, 2022-01-01 21:30:00, 212.0, None
-10.9, None, None, 616.4, 2022-01-01 21:45:00, 213.0, None
-10.7, None, None, 617.4, 2022-01-01 22:00:00, 213.0, None
-10.6, None, None, 617.4, 2022-01-01 22:15:00, 213.0, None
-10.5, None, None, 617.4, 2022-01-01 22:30:00, 213.0, None
-10.4, None, None, 617.4, 2022-01-01 22:45:00, 212.0, None
-10.3, None, None, 618.5, 2022-01-01 23:00:00, 212.0, None
-10.0, None, None, 618.5, 2022-01-01 23:15:00, 213.0, None
-9.9, None, None, 618.5, 2022-01-01 23:30:00, 213.0, None
-9.8, None, None, 619.5, 2022-01-01 23:45:00, 212.0, None
-9.7, 14.6, -32.1, 619.5, 2022-01-02 00:00:00, 212.0, -9.3
-9.6, None, None, 619.5, 2022-01-02 00:15:00, 212.0, None
-9.6, None, None, 620.6, 2022-01-02 00:30:00, 213.0, None
-9.5, None, None, 620.6, 2022-01-02 00:45:00, 213.0, None
-9.4, None, None, 621.6, 2022-01-02 01:00:00, 213.0, None
-9.4, None, None, 622.7, 2022-01-02 01:15:00, 213.0, None
-9.3, None, None, 622.7, 2022-01-02 01:30:00, 213.0, None
-9.4, None, None, 623.7, 2022-01-02 01:45:00, 213.0, None
-9.4, None, None, 624.8, 2022-01-02 02:00:00, 213.0, None
-9.4, None, None, 625.8, 2022-01-02 02:15:00, 216.0, None
-9.5, None, None, 625.8, 2022-01-02 02:30:00, 216.0, None
-9.5, None, None, 625.8, 2022-01-02 02:45:00, 216.0, None
-9.6, None, None, 625.8, 2022-01-02 03:00:00, 216.0, None
-9.7, None, None, 626.9, 2022-01-02 03:15:00, 216.0, None
-9.9, None, None, 626.9, 2022-01-02 03:30:00, 216.0, None
-10.0, None, None, 626.9, 2022-01-02 03:45:00, 216.0, None
-10.1, None, None, 627.9, 2022-01-02 04:00:00, 216.0, None
-10.2, None, None, 627.9, 2022-01-02 04:15:00, 218.0, None
-10.4, None, None, 627.9, 2022-01-02 04:30:00, 218.0, None
-10.9, None, None, 627.9, 2022-01-02 04:45:00, 218.0, None
-11.6, None, None, 629.0, 2022-01-02 05:00:00, 218.0, None
-12.3, None, None, 629.0, 2022-01-02 05:15:00, 221.0, None
-13.3, None, None, 629.0, 2022-01-02 05:30:00, 221.0, None
-14.0, None, None, 629.0, 2022-01-02 05:45:00, 221.0, None
-14.7, None, None, 629.0, 2022-01-02 06:00:00, 221.0, None
-15.3, None, None, 629.0, 2022-01-02 06:15:00, 223.0, None
-16.2, None, None, 630.0, 2022-01-02 06:30:00, 223.0, None
-17.3, None, None, 630.0, 2022-01-02 06:45:00, 223.0, None
-18.9, None, None, 630.0, 2022-01-02 07:00:00, 223.0, None
-20.1, None, None, 630.0, 2022-01-02 07:15:00, 223.0, None
-21.1, None, None, 630.0, 2022-01-02 07:30:00, 223.0, None
-21.9, None, None, 630.0, 2022-01-02 07:45:00, 223.0, None
-22.4, None, None, 630.0, 2022-01-02 08:00:00, 223.0, None
-22.8, None, None, 630.0, 2022-01-02 08:15:00, 227.0, None
-23.2, None, None, 630.0, 2022-01-02 08:30:00, 227.0, None
-23.7, None, None, 630.0, 2022-01-02 08:45:00, 227.0, None
-24.0, None, None, 631.1, 2022-01-02 09:00:00, 227.0, None
-24.2, None, None, 631.1, 2022-01-02 09:15:00, 231.0, None
-24.4, None, None, 631.1, 2022-01-02 09:30:00, 231.0, None
-24.4, None, None, 631.1, 2022-01-02 09:45:00, 231.0, None
-24.4, None, None, 631.1, 2022-01-02 10:00:00, 231.0, None
-24.3, None, None, 631.1, 2022-01-02 10:15:00, 232.0, None
-24.3, None, None, 631.1, 2022-01-02 10:30:00, 232.0, None
-24.2, None, None, 631.1, 2022-01-02 10:45:00, 232.0, None
-24.1, None, None, 631.1, 2022-01-02 11:00:00, 232.0, None
-23.8, None, None, 631.1, 2022-01-02 11:15:00, 234.0, None
-24.0, None, None, 631.1, 2022-01-02 11:30:00, 234.0, None
-24.2, None, None, 631.1, 2022-01-02 11:45:00, 234.0, None
-24.3, None, None, 631.1, 2022-01-02 12:00:00, 234.0, None
-24.6, None, None, 631.1, 2022-01-02 12:15:00, 235.0, None
-24.7, None, None, 631.1, 2022-01-02 12:30:00, 235.0, None
-24.8, None, None, 631.1, 2022-01-02 12:45:00, 235.0, None
-25.1, None, None, 631.1, 2022-01-02 13:00:00, 235.0, None
-25.3, None, None, 631.1, 2022-01-02 13:15:00, 238.0, None
-25.5, None, None, 631.1, 2022-01-02 13:30:00, 237.0, None
-25.9, None, None, 631.1, 2022-01-02 13:45:00, 237.0, None
-26.0, None, None, 631.1, 2022-01-02 14:00:00, 237.0, None
-26.1, None, None, 631.1, 2022-01-02 14:15:00, 238.0, None
-26.2, None, None, 631.1, 2022-01-02 14:30:00, 238.0, None
-26.3, None, None, 632.1, 2022-01-02 14:45:00, 238.0, None
-26.6, None, None, 632.1, 2022-01-02 15:00:00, 238.0, None
-27.0, None, None, 632.1, 2022-01-02 15:15:00, 240.0, None
-27.2, None, None, 632.1, 2022-01-02 15:30:00, 240.0, None
-27.3, None, None, 632.1, 2022-01-02 15:45:00, 240.0, None
-27.6, None, None, 632.1, 2022-01-02 16:00:00, 240.0, None
-27.7, None, None, 632.1, 2022-01-02 16:15:00, 241.0, None
-28.0, None, None, 632.1, 2022-01-02 16:30:00, 241.0, None
-28.2, None, None, 632.1, 2022-01-02 16:45:00, 241.0, None
-28.1, None, None, 632.1, 2022-01-02 17:00:00, 241.0, None
-28.1, None, None, 632.1, 2022-01-02 17:15:00, 241.0, None
-28.4, None, None, 632.1, 2022-01-02 17:30:00, 241.0, None
-28.6, None, None, 632.1, 2022-01-02 17:45:00, 241.0, None
-28.6, None, None, 632.1, 2022-01-02 18:00:00, 241.0, None
-29.1, None, None, 632.1, 2022-01-02 18:15:00, 241.0, None
-29.2, None, None, 632.1, 2022-01-02 18:30:00, 241.0, None
-29.3, None, None, 632.1, 2022-01-02 18:45:00, 242.0, None
-29.4, None, None, 632.1, 2022-01-02 19:00:00, 241.0, None
-29.1, None, None, 633.2, 2022-01-02 19:15:00, 242.0, None
-29.6, None, None, 633.2, 2022-01-02 19:30:00, 242.0, None
-29.9, None, None, 633.2, 2022-01-02 19:45:00, 242.0, None
