station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
None, None, 3.687, None, 2017-01-01 01:00:00, -6.647
None, None, 2.87, None, 2017-01-01 02:00:00, -7.92
None, None, 3.104, None, 2017-01-01 03:00:00, -8.73
None, None, 3.086, None, 2017-01-01 04:00:00, -8.51
None, None, 3.091, None, 2017-01-01 05:00:00, -9.1
None, None, 2.519, None, 2017-01-01 06:00:00, -9.51
None, None, 2.318, None, 2017-01-01 07:00:00, -9.97
None, None, 2.213, None, 2017-01-01 08:00:00, -10.14
None, None, 2.785, None, 2017-01-01 09:00:00, -10.51
None, None, 2.806, None, 2017-01-01 10:00:00, -10.67
None, None, 2.1, None, 2017-01-01 11:00:00, -10.38
None, None, 3.04, None, 2017-01-01 12:00:00, -8.85
None, None, 3.216, None, 2017-01-01 13:00:00, -7.83
None, None, 2.824, None, 2017-01-01 14:00:00, -7.24
None, None, 2.565, None, 2017-01-01 15:00:00, -7.17
None, None, 1.032, None, 2017-01-01 16:00:00, -7.65
None, None, 1.175, None, 2017-01-01 17:00:00, -8.59
None, None, 0.912998, None, 2017-01-01 18:00:00, -9.44
None, None, 0.933, None, 2017-01-01 19:00:00, -11.06
None, None, 0.554, None, 2017-01-01 20:00:00, -11.81
None, None, 1.37, None, 2017-01-01 21:00:00, -13.54
None, None, 0.896, None, 2017-01-01 22:00:00, -14.1
None, None, 0.609, None, 2017-01-01 23:00:00, -14.69
None, None, 0.796, None, 2017-01-02 00:00:00, -15.68
None, None, 1.261, None, 2017-01-02 01:00:00, -15.9
None, None, 1.458, None, 2017-01-02 02:00:00, -16.45
None, None, 1.275, None, 2017-01-02 03:00:00, -17.01
None, None, 1.321, None, 2017-01-02 04:00:00, -16.78
None, None, 1.09, None, 2017-01-02 05:00:00, -16.98
None, None, 1.215, None, 2017-01-02 06:00:00, -17.81
None, None, 0.986, None, 2017-01-02 07:00:00, -18.47
None, None, 1.398, None, 2017-01-02 08:00:00, -19.55
None, None, 1.009, None, 2017-01-02 09:00:00, -20.16
None, None, 0.805998, None, 2017-01-02 10:00:00, -20.66
None, None, 0.246, None, 2017-01-02 11:00:00, -19.78
None, None, 0.115, None, 2017-01-02 12:00:00, -18.68
None, None, 0.136, None, 2017-01-02 13:00:00, -17.17
None, None, 0.045, None, 2017-01-02 14:00:00, -15.75
None, None, 0.008999, None, 2017-01-02 15:00:00, -14.52
None, None, 0.165998, None, 2017-01-02 16:00:00, -14.6
None, None, 0.421999, None, 2017-01-02 17:00:00, -14.97
None, None, None, None, 2017-01-02 18:00:00, -15.94
None, None, None, None, 2017-01-02 19:00:00, -17.81
None, None, None, None, 2017-01-02 20:00:00, -19.08
None, None, None, None, 2017-01-02 21:00:00, -18.83
None, None, None, None, 2017-01-02 22:00:00, -19.32
None, None, 0.208, None, 2017-01-02 23:00:00, -19.56
None, None, 0.704999, None, 2017-01-03 00:00:00, -19.39
None, None, 0.555, None, 2017-01-03 01:00:00, -19.56
None, None, 0.769999, None, 2017-01-03 02:00:00, -19.97
None, None, 0.435, None, 2017-01-03 03:00:00, -20.2
None, None, 0.412999, None, 2017-01-03 04:00:00, -19.92
None, None, 0.34, None, 2017-01-03 05:00:00, -19.71
None, None, 0.677999, None, 2017-01-03 06:00:00, -19.62
None, None, 0.741998, None, 2017-01-03 07:00:00, -19.32
None, None, 0.675, None, 2017-01-03 08:00:00, -19.24
None, None, 0.354, None, 2017-01-03 09:00:00, -18.88
None, None, 0.324999, None, 2017-01-03 10:00:00, -17.79
None, None, 0.514998, None, 2017-01-03 11:00:00, -17.21
None, None, 1.177, None, 2017-01-03 12:00:00, -16.86
None, None, 1.478, None, 2017-01-03 13:00:00, -15.53
None, None, 1.322, None, 2017-01-03 14:00:00, -14.91
None, None, 0.717998, None, 2017-01-03 15:00:00, -13.55
None, None, 0.903998, None, 2017-01-03 16:00:00, -13.81
None, None, 1.775, None, 2017-01-03 17:00:00, -14.27
None, None, 1.589, None, 2017-01-03 18:00:00, -14.95
None, None, 0.985, None, 2017-01-03 19:00:00, -15.4
None, None, 0.945999, None, 2017-01-03 20:00:00, -15.9
None, None, 1.442, None, 2017-01-03 21:00:00, -16.32
None, None, 0.878, None, 2017-01-03 22:00:00, -16.44
None, None, 1.193, None, 2017-01-03 23:00:00, -16.1
None, None, 1.738, None, 2017-01-04 00:00:00, -16.0
None, None, 1.608, None, 2017-01-04 01:00:00, -15.79
None, None, 1.843, None, 2017-01-04 02:00:00, -15.37
None, None, 1.02, None, 2017-01-04 03:00:00, -14.92
None, None, 1.189, None, 2017-01-04 04:00:00, -14.72
None, None, 1.571, None, 2017-01-04 05:00:00, -15.0
None, None, 2.17, None, 2017-01-04 06:00:00, -15.04
None, None, 2.369, None, 2017-01-04 07:00:00, -15.07
None, None, 2.172, None, 2017-01-04 08:00:00, -14.91
None, None, 1.843, None, 2017-01-04 09:00:00, -14.73
None, None, 1.65, None, 2017-01-04 10:00:00, -14.64
None, None, 1.769, None, 2017-01-04 11:00:00, -14.05
None, None, 1.155, None, 2017-01-04 12:00:00, -13.14
None, None, 0.574998, None, 2017-01-04 13:00:00, -12.08
None, None, 0.855, None, 2017-01-04 14:00:00, -11.68
None, None, 1.229, None, 2017-01-04 15:00:00, -11.67
None, None, 1.531, None, 2017-01-04 16:00:00, -11.89
None, None, 0.922999, None, 2017-01-04 17:00:00, -11.74
None, None, 1.46, None, 2017-01-04 18:00:00, -11.93
None, None, 1.347, None, 2017-01-04 19:00:00, -11.92
None, None, 1.5, None, 2017-01-04 20:00:00, -11.9
None, None, 2.041, None, 2017-01-04 21:00:00, -11.82
None, None, 2.125, None, 2017-01-04 22:00:00, -11.4
None, None, 1.718, None, 2017-01-04 23:00:00, -10.77
None, None, 1.139, None, 2017-01-05 00:00:00, -10.92
None, None, 1.429, None, 2017-01-05 01:00:00, -11.14
None, None, 1.743, None, 2017-01-05 02:00:00, -11.58
None, None, 1.4, None, 2017-01-05 03:00:00, -11.72
None, None, 1.869, None, 2017-01-05 04:00:00, -11.99
None, None, 1.159, None, 2017-01-05 05:00:00, -11.64
None, None, 0.786, None, 2017-01-05 06:00:00, -11.23
None, None, 1.174, None, 2017-01-05 07:00:00, -12.13
None, None, 1.521, None, 2017-01-05 08:00:00, -12.52
None, None, 2.36, None, 2017-01-05 09:00:00, -12.86
None, None, 1.745, None, 2017-01-05 10:00:00, -12.77
None, None, 1.632, None, 2017-01-05 11:00:00, -12.62
None, None, 1.442, None, 2017-01-05 12:00:00, -12.16
None, None, 1.592, None, 2017-01-05 13:00:00, -11.59
None, None, 1.719, None, 2017-01-05 14:00:00, -11.15
None, None, 1.834, None, 2017-01-05 15:00:00, -10.73
None, None, 1.601, None, 2017-01-05 16:00:00, -10.47
None, None, 1.627, None, 2017-01-05 17:00:00, -10.76
None, None, 1.403, None, 2017-01-05 18:00:00, -10.7
None, None, 1.959, None, 2017-01-05 19:00:00, -10.99
None, None, 1.528, None, 2017-01-05 20:00:00, -10.9
None, None, 1.859, None, 2017-01-05 21:00:00, -10.9
None, None, 1.887, None, 2017-01-05 22:00:00, -10.94
