station_observations
WDIR_VECT, BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, None, 1.658, None, 93.7, 2017-01-01 00:00:00, -4.741
None, None, None, 1.966, None, 91.9, 2017-01-01 01:00:00, -4.593
None, None, None, 1.666, None, 90.4, 2017-01-01 02:00:00, -4.466
None, None, None, 1.623, None, 88.9, 2017-01-01 03:00:00, -4.403
None, None, None, 1.797, None, 89.8, 2017-01-01 04:00:00, -4.83
None, None, None, 1.037, None, 92.6, 2017-01-01 05:00:00, -5.608
None, None, None, 1.312, None, 93.8, 2017-01-01 06:00:00, -6.128
None, None, None, 1.552, None, 93.8, 2017-01-01 07:00:00, -6.567
None, None, None, 1.244, None, 94.0, 2017-01-01 08:00:00, -7.03
None, None, None, 1.332, None, 94.8, 2017-01-01 09:00:00, -7.51
None, None, None, 1.149, None, 95.1, 2017-01-01 10:00:00, -8.12
None, None, None, 1.239, None, 95.5, 2017-01-01 11:00:00, -8.27
None, None, None, 1.096, None, 95.5, 2017-01-01 12:00:00, -8.75
None, None, None, 1.61, None, 92.9, 2017-01-01 13:00:00, -7.51
None, None, None, 0.856, None, 85.8, 2017-01-01 14:00:00, -5.602
None, None, None, 0.816999, None, 84.3, 2017-01-01 15:00:00, -4.268
None, None, None, 1.119, None, 85.2, 2017-01-01 16:00:00, -4.568
None, None, None, 1.066, None, 88.6, 2017-01-01 17:00:00, -5.793
None, None, None, 1.121, None, 90.8, 2017-01-01 18:00:00, -6.312
None, None, None, 0.832, None, 94.6, 2017-01-01 19:00:00, -7.41
None, None, None, 1.221, None, 96.1, 2017-01-01 20:00:00, -8.21
None, None, None, 1.089, None, 95.7, 2017-01-01 21:00:00, -8.56
None, None, None, 1.12, None, 95.5, 2017-01-01 22:00:00, -8.76
None, None, None, 0.973999, None, 95.2, 2017-01-01 23:00:00, -9.29
None, None, None, 1.247, None, 94.4, 2017-01-02 00:00:00, -9.36
None, None, None, 1.332, None, 94.8, 2017-01-02 01:00:00, -9.63
None, None, None, 1.351, None, 94.0, 2017-01-02 02:00:00, -9.86
None, None, None, 1.111, None, 93.9, 2017-01-02 03:00:00, -9.91
None, None, None, 0.972, None, 93.4, 2017-01-02 04:00:00, -9.73
None, None, None, 1.033, None, 93.9, 2017-01-02 05:00:00, -9.95
None, None, None, 1.146, None, 93.3, 2017-01-02 06:00:00, -9.94
None, None, None, 0.917999, None, 94.4, 2017-01-02 07:00:00, -10.1
None, None, None, 1.07, None, 94.9, 2017-01-02 08:00:00, -10.47
None, None, None, 0.873, None, 94.9, 2017-01-02 09:00:00, -10.71
None, None, None, 0.757, None, 95.5, 2017-01-02 10:00:00, -10.56
None, None, None, 0.982999, None, 94.9, 2017-01-02 11:00:00, -10.54
None, None, None, 0.824998, None, 94.1, 2017-01-02 12:00:00, -10.46
None, None, None, 0.722, None, 93.5, 2017-01-02 13:00:00, -8.85
None, None, None, 0.702, None, 89.5, 2017-01-02 14:00:00, -6.773
None, None, None, 0.423, None, 83.7, 2017-01-02 15:00:00, -4.739
None, None, None, 0.458, None, 87.1, 2017-01-02 16:00:00, -5.176
None, None, None, 0.898998, None, 94.0, 2017-01-02 17:00:00, -6.497
None, None, None, 0.716, None, 94.5, 2017-01-02 18:00:00, -7.16
None, None, None, 0.903998, None, 94.5, 2017-01-02 19:00:00, -7.09
None, None, None, 0.796998, None, 94.5, 2017-01-02 20:00:00, -7.45
None, None, None, 0.783999, None, 94.8, 2017-01-02 21:00:00, -7.71
None, None, None, 0.712, None, 95.2, 2017-01-02 22:00:00, -7.93
None, None, None, 0.533999, None, 95.5, 2017-01-02 23:00:00, -7.73
None, None, None, 0.558, None, 95.6, 2017-01-03 00:00:00, -7.48
None, None, None, 0.708998, None, 96.9, 2017-01-03 01:00:00, -7.74
None, None, None, 0.555, None, 97.3, 2017-01-03 02:00:00, -8.21
None, None, None, 0.426999, None, 96.7, 2017-01-03 03:00:00, -7.84
None, None, None, 0.412999, None, 96.7, 2017-01-03 04:00:00, -7.79
None, None, None, 0.298999, None, 97.2, 2017-01-03 05:00:00, -7.87
None, None, None, 0.555998, None, 97.5, 2017-01-03 06:00:00, -7.75
None, None, None, 0.871999, None, 98.3, 2017-01-03 07:00:00, -7.62
None, None, None, 1.155, None, 97.7, 2017-01-03 08:00:00, -7.87
None, None, None, 0.607999, None, 96.9, 2017-01-03 09:00:00, -7.76
None, None, None, 0.425, None, 95.7, 2017-01-03 10:00:00, -7.71
None, None, None, 0.579999, None, 95.1, 2017-01-03 11:00:00, -7.22
None, None, None, 0.501999, None, 94.2, 2017-01-03 12:00:00, -6.782
None, None, None, 0.337, None, 94.5, 2017-01-03 13:00:00, -5.526
None, None, None, 0.270999, None, 83.7, 2017-01-03 14:00:00, -3.146
None, None, None, 0.503, None, 84.0, 2017-01-03 15:00:00, -2.839
None, None, None, 0.349999, None, 88.0, 2017-01-03 16:00:00, -3.407
None, None, None, None, None, 94.2, 2017-01-03 17:00:00, -4.712
None, None, None, 0.409999, None, 95.1, 2017-01-03 18:00:00, -5.323
None, None, None, 0.674, None, 91.0, 2017-01-03 19:00:00, -5.087
None, None, None, 0.363999, None, 93.2, 2017-01-03 20:00:00, -5.641
None, None, None, 0.211998, None, 95.4, 2017-01-03 21:00:00, -6.094
None, None, None, 0.34, None, 95.1, 2017-01-03 22:00:00, -6.491
None, None, None, 0.291, None, 95.0, 2017-01-03 23:00:00, -6.241
None, None, None, None, None, 93.7, 2017-01-04 00:00:00, -6.029
None, None, None, None, None, 92.9, 2017-01-04 01:00:00, -6.193
None, None, None, None, None, 94.6, 2017-01-04 02:00:00, -6.377
None, None, None, 0.6, None, 93.8, 2017-01-04 03:00:00, -6.296
None, None, None, 0.217998, None, 92.2, 2017-01-04 04:00:00, -6.241
None, None, None, None, None, 93.9, 2017-01-04 05:00:00, -6.433
None, None, None, None, None, 95.7, 2017-01-04 06:00:00, -6.805
None, None, None, None, None, 92.3, 2017-01-04 07:00:00, -6.335
None, None, None, 0.300998, None, 93.9, 2017-01-04 08:00:00, -6.777
None, None, None, 0.574, None, 93.8, 2017-01-04 09:00:00, -6.856
None, None, None, 0.544, None, 91.2, 2017-01-04 10:00:00, -6.571
None, None, None, 0.661, None, 87.3, 2017-01-04 11:00:00, -5.814
None, None, None, 0.85, None, 83.8, 2017-01-04 12:00:00, -4.866
None, None, None, 0.829999, None, 80.3, 2017-01-04 13:00:00, -3.828
None, None, None, 1.552, None, 74.7, 2017-01-04 14:00:00, -2.429
None, None, None, 1.482, None, 74.4, 2017-01-04 15:00:00, -2.121
None, None, None, 1.279, None, 76.6, 2017-01-04 16:00:00, -2.668
None, None, None, 1.066, None, 78.3, 2017-01-04 17:00:00, -3.202
None, None, None, 1.03, None, 80.5, 2017-01-04 18:00:00, -3.727
None, None, None, 0.889998, None, 83.2, 2017-01-04 19:00:00, -4.621
None, None, None, 0.75, None, 85.3, 2017-01-04 20:00:00, -5.137
None, None, None, 0.875, None, 87.8, 2017-01-04 21:00:00, -5.748
None, None, None, 0.374, None, 87.2, 2017-01-04 22:00:00, -6.034
None, None, None, 0.703, None, 87.5, 2017-01-04 23:00:00, -6.474
None, None, None, 0.67, None, 87.4, 2017-01-05 00:00:00, -6.694
None, None, None, 0.661, None, 88.7, 2017-01-05 01:00:00, -7.22
None, None, None, 0.665, None, 87.9, 2017-01-05 02:00:00, -7.36
None, None, None, 0.388, None, 91.0, 2017-01-05 03:00:00, -8.16
None, None, None, 0.866998, None, 93.2, 2017-01-05 04:00:00, -8.51
None, None, None, 0.602998, None, 91.4, 2017-01-05 05:00:00, -8.93
None, None, None, 0.634998, None, 93.5, 2017-01-05 06:00:00, -9.28
None, None, None, 0.760999, None, 94.6, 2017-01-05 07:00:00, -9.47
None, None, None, 0.680998, None, 92.3, 2017-01-05 08:00:00, -9.17
None, None, None, 1.077, None, 92.0, 2017-01-05 09:00:00, -9.26
None, None, None, 0.727998, None, 92.3, 2017-01-05 10:00:00, -9.16
None, None, None, 0.93, None, 91.9, 2017-01-05 11:00:00, -8.93
None, None, None, 0.991998, None, 87.4, 2017-01-05 12:00:00, -7.91
None, None, None, 0.991998, None, 85.6, 2017-01-05 13:00:00, -7.32
None, None, None, 0.93, None, 83.2, 2017-01-05 14:00:00, -6.512
None, None, None, 0.837, None, 85.6, 2017-01-05 15:00:00, -6.157
None, None, None, 0.922999, None, 89.5, 2017-01-05 16:00:00, -6.023
None, None, None, 0.760999, None, 91.2, 2017-01-05 17:00:00, -6.073
None, None, None, 1.214, None, 86.1, 2017-01-05 18:00:00, -5.918
None, None, None, 0.919, None, 82.7, 2017-01-05 19:00:00, -5.784
None, None, None, 1.008, None, 82.0, 2017-01-05 20:00:00, -5.69
None, None, None, 0.833998, None, 84.0, 2017-01-05 21:00:00, -6.005
None, None, None, 0.898, None, 84.2, 2017-01-05 22:00:00, -5.92
None, None, None, 0.749, None, 83.7, 2017-01-05 23:00:00, -5.727
None, None, None, 0.925998, None, 78.9, 2017-01-06 00:00:00, -5.147
None, None, None, 0.718999, None, 77.6, 2017-01-06 01:00:00, -4.901
None, None, None, 0.591, None, 78.7, 2017-01-06 02:00:00, -4.87
None, None, None, 0.657, None, 79.0, 2017-01-06 03:00:00, -4.865
None, None, None, 1.181, None, 77.2, 2017-01-06 04:00:00, -4.675
