wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
0.0, 76.0, 2.5,0.0, -0.7,1.9, 3.1,-0.1, 122.0, 0.0, 0.0,90.0,2020-04-29 00:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 88.0, 1.9,0.0, -1.1,1.8, 0.7,-0.8, 34.0, 0.0, 0.0,94.0,2020-04-29 01:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, 90.0, 1.9,0.0, -1.5,1.7, -0.1,-0.9, 0.0, 0.0, 0.0,93.0,2020-04-29 02:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, 94.0, 1.8,0.0, -1.6,1.7, -0.8,-0.1, 354.0, 0.0, 0.0,92.0,2020-04-29 03:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, 93.0, 1.7,0.0, -1.9,1.7, -0.9,0.9, 161.0, 0.0, 0.0,92.0,2020-04-29 04:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0, 92.0, 1.7,0.0, -1.2,3.8, -0.1,2.4, 143.0, 0.0, 0.0,87.0,2020-04-29 05:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0, 92.0, 1.7,0.0, -0.3,4.5, 0.9,4.2, 166.0, 0.0, 0.0,73.0,2020-04-29 06:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0, 87.0, 3.8,0.0, 0.5,4.9, 2.4,6.0, 128.0, 0.0, 0.0,64.0,2020-04-29 07:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0, 73.0, 4.5,0.0, -0.2,7.2, 4.2,9.1, 142.0, 0.0, 0.0,52.0,2020-04-29 08:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, 64.0, 4.9,0.0, -0.3,10.7, 6.0,11.5, 149.0, 0.0, 0.0,39.0,2020-04-29 09:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0, 52.0, 7.2,0.0, -0.2,8.8, 9.1,14.7, 194.0, 0.0, 0.0,34.0,2020-04-29 10:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0, 39.0, 10.7,0.0, -2.0,8.9, 11.5,15.2, 178.0, 0.0, 0.0,29.0,2020-04-29 11:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0, 34.0, 8.8,0.0, -1.0,8.6, 14.7,16.7, 170.0, 0.0, 0.0,26.0,2020-04-29 12:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, 29.0, 8.9,0.0, -2.7,12.6, 15.2,18.1, 175.0, 0.0, 0.0,28.0,2020-04-29 13:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, 26.0, 8.6,0.0, -2.9,9.1, 16.7,16.7, 182.0, 0.0, 0.0,33.0,2020-04-29 14:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0, 28.0, 12.6,0.0, -0.7,9.7, 18.1,16.1, 153.0, 0.0, 0.0,38.0,2020-04-29 15:00:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,
