station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
272.0, None, None, 0.0, None, 2.7, None, -1.8, None, None, None, 100.0, 2020-01-01 00:00:00
333.0, None, None, 0.0, None, 3.6, None, -1.3, None, None, None, 100.0, 2020-01-01 01:00:00
93.0, None, None, 0.0, None, 3.8, None, -0.7, None, None, None, 100.0, 2020-01-01 02:00:00
124.0, None, None, 0.0, None, 3.6, None, -0.2, None, None, None, 100.0, 2020-01-01 03:00:00
164.0, None, None, 0.0, None, 5.6, None, 0.8, None, None, None, 97.0, 2020-01-01 04:00:00
222.0, None, None, 0.0, None, 10.5, None, 1.2, None, None, None, 92.0, 2020-01-01 05:00:00
205.0, None, None, 0.0, None, 9.0, None, 1.2, None, None, None, 93.0, 2020-01-01 06:00:00
221.0, None, None, 0.0, None, 11.9, None, 1.5, None, None, None, 91.0, 2020-01-01 07:00:00
204.0, None, None, 0.0, None, 8.1, None, 1.4, None, None, None, 91.0, 2020-01-01 08:00:00
210.0, None, None, 0.0, None, 12.9, None, 1.8, None, None, None, 92.0, 2020-01-01 09:00:00
238.0, None, None, 0.0, None, 10.1, None, 2.2, None, None, None, 88.0, 2020-01-01 10:00:00
178.0, None, None, 0.0, None, 8.5, None, 2.8, None, None, None, 88.0, 2020-01-01 11:00:00
213.0, None, None, 5.0, None, 9.0, None, 3.5, None, None, None, 83.0, 2020-01-01 12:00:00
218.0, None, None, 3.6, None, 12.3, None, 2.9, None, None, None, 84.0, 2020-01-01 13:00:00
223.0, None, None, 1.6, None, 11.9, None, 2.3, None, None, None, 85.0, 2020-01-01 14:00:00
230.0, None, None, 0.2, None, 14.6, None, 1.8, None, None, None, 85.0, 2020-01-01 15:00:00
226.0, None, None, 0.4, None, 11.8, None, 1.6, None, None, None, 85.0, 2020-01-01 16:00:00
235.0, None, None, 0.2, None, 10.3, None, 1.7, None, None, None, 83.0, 2020-01-01 17:00:00
239.0, None, None, 0.6, None, 13.4, None, 1.4, None, None, None, 83.0, 2020-01-01 18:00:00
232.0, None, None, 0.2, None, 8.8, None, 1.4, None, None, None, 85.0, 2020-01-01 19:00:00
244.0, None, None, 0.2, None, 11.2, None, 1.2, None, None, None, 84.0, 2020-01-01 20:00:00
199.0, None, None, 0.2, None, 9.5, None, 1.1, None, None, None, 84.0, 2020-01-01 21:00:00
237.0, None, None, 0.2, None, 4.1, None, 0.7, None, None, None, 85.0, 2020-01-01 22:00:00
190.0, None, None, 0.0, None, 5.0, None, 1.1, None, None, None, 76.0, 2020-01-01 23:00:00
185.0, None, None, 0.0, None, 10.9, None, 0.6, None, None, None, 85.0, 2020-01-02 00:00:00
194.0, None, None, 0.0, None, 8.1, None, -0.4, None, None, None, 95.0, 2020-01-02 01:00:00
177.0, None, None, 0.0, None, 9.0, None, -0.5, None, None, None, 89.0, 2020-01-02 02:00:00
224.0, None, None, 0.0, None, 7.7, None, -1.2, None, None, None, 92.0, 2020-01-02 03:00:00
169.0, None, None, 0.0, None, 8.3, None, -0.4, None, None, None, 69.0, 2020-01-02 04:00:00
101.0, None, None, 0.0, None, 5.7, None, -1.1, None, None, None, 77.0, 2020-01-02 05:00:00
222.0, None, None, 0.0, None, 9.0, None, -1.8, None, None, None, 82.0, 2020-01-02 06:00:00
352.0, None, None, 0.0, None, 6.6, None, -2.4, None, None, None, 67.0, 2020-01-02 07:00:00
226.0, None, None, 0.0, None, 6.2, None, -1.5, None, None, None, 62.0, 2020-01-02 08:00:00
208.0, None, None, 0.0, None, 8.3, None, -1.0, None, None, None, 57.0, 2020-01-02 09:00:00
187.0, None, None, 0.0, None, 6.4, None, -0.3, None, None, None, 52.0, 2020-01-02 10:00:00
182.0, None, None, 0.4, None, 8.6, None, 1.1, None, None, None, 48.0, 2020-01-02 11:00:00
190.0, None, None, 0.2, None, 14.0, None, 0.0, None, None, None, 48.0, 2020-01-02 12:00:00
206.0, None, None, 0.0, None, 12.4, None, -0.2, None, None, None, 49.0, 2020-01-02 13:00:00
182.0, None, None, 0.0, None, 10.6, None, -1.9, None, None, None, 56.0, 2020-01-02 14:00:00
167.0, None, None, 0.0, None, 8.7, None, -3.0, None, None, None, 62.0, 2020-01-02 15:00:00
197.0, None, None, 0.0, None, 9.5, None, -3.4, None, None, None, 59.0, 2020-01-02 16:00:00
