station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
71.0, None, None, 0.0, None, 0.0, None, -3.6, None, None, None, 98.0, 2020-01-01 00:00:00, None
77.0, None, None, 0.0, None, 2.2, None, -3.6, None, None, None, 97.0, 2020-01-01 01:00:00, None
90.0, None, None, 0.0, None, 1.8, None, -3.6, None, None, None, 97.0, 2020-01-01 02:00:00, None
196.0, None, None, 0.0, None, 1.7, None, -3.7, None, None, None, 98.0, 2020-01-01 03:00:00, None
231.0, None, None, 0.0, None, 1.6, None, -3.4, None, None, None, 99.0, 2020-01-01 04:00:00, None
120.0, None, None, 0.0, None, 0.0, None, -3.3, None, None, None, 100.0, 2020-01-01 05:00:00, None
108.0, None, None, 0.0, None, 2.9, None, -3.6, None, None, None, 100.0, 2020-01-01 06:00:00, None
168.0, None, None, 0.0, None, 2.3, None, -3.8, None, None, None, 99.0, 2020-01-01 07:00:00, None
240.0, None, None, 0.0, None, 2.1, None, -3.3, None, None, None, 96.0, 2020-01-01 08:00:00, None
214.0, None, None, 0.0, None, 2.5, None, -1.8, None, None, None, 91.0, 2020-01-01 09:00:00, None
118.0, None, None, 0.0, None, 1.8, None, -0.6, None, None, None, 87.0, 2020-01-01 10:00:00, None
154.0, None, None, 0.0, None, 3.2, None, -0.6, None, None, None, 87.0, 2020-01-01 11:00:00, None
158.0, None, None, 0.0, None, 4.0, None, 0.5, None, None, None, 86.0, 2020-01-01 12:00:00, None
91.0, None, None, 0.0, None, 4.2, None, -0.4, None, None, None, 89.0, 2020-01-01 13:00:00, None
114.0, None, None, 0.6, None, 1.9, None, -1.1, None, None, None, 93.0, 2020-01-01 14:00:00, None
251.0, None, None, 0.4, None, 3.9, None, -2.0, None, None, None, 97.0, 2020-01-01 15:00:00, None
94.0, None, None, 0.0, None, 1.9, None, -2.2, None, None, None, 98.0, 2020-01-01 16:00:00, None
253.0, None, None, 0.0, None, 1.7, None, -2.3, None, None, None, 99.0, 2020-01-01 17:00:00, None
358.0, None, None, 0.0, None, 2.9, None, -2.4, None, None, None, 99.0, 2020-01-01 18:00:00, None
39.0, None, None, 0.0, None, 5.4, None, -2.2, None, None, None, 100.0, 2020-01-01 19:00:00, None
275.0, None, None, 0.0, None, 4.6, None, -2.2, None, None, None, 98.0, 2020-01-01 20:00:00, None
35.0, None, None, 0.0, None, 2.9, None, -2.2, None, None, None, 99.0, 2020-01-01 21:00:00, None
277.0, None, None, 0.0, None, 4.2, None, -2.5, None, None, None, 99.0, 2020-01-01 22:00:00, None
104.0, None, None, 0.0, None, 3.7, None, -3.6, None, None, None, 100.0, 2020-01-01 23:00:00, None
336.0, None, None, 0.0, None, 2.5, None, -3.5, None, None, None, 100.0, 2020-01-02 00:00:00, None
6.0, None, None, 0.0, None, 2.5, None, -4.0, None, None, None, 100.0, 2020-01-02 01:00:00, None
35.0, None, None, 0.0, None, 2.9, None, -3.7, None, None, None, 99.0, 2020-01-02 02:00:00, None
310.0, None, None, 0.0, None, 5.0, None, -3.4, None, None, None, 100.0, 2020-01-02 03:00:00, None
344.0, None, None, 0.0, None, 6.5, None, -2.1, None, None, None, 99.0, 2020-01-02 04:00:00, None
344.0, None, None, 0.0, None, 3.9, None, -3.9, None, None, None, 94.0, 2020-01-02 05:00:00, None
326.0, None, None, 0.0, None, 5.6, None, -5.7, None, None, None, 95.0, 2020-01-02 06:00:00, None
287.0, None, None, 0.0, None, 11.3, None, -3.8, None, None, None, 57.0, 2020-01-02 07:00:00, None
319.0, None, None, 0.0, None, 4.7, None, -7.1, None, None, None, 87.0, 2020-01-02 08:00:00, None
153.0, None, None, 0.0, None, 0.0, None, -1.4, None, None, None, 71.0, 2020-01-02 09:00:00, None
145.0, None, None, 0.6, None, 3.5, None, 0.8, None, None, None, 63.0, 2020-01-02 10:00:00, None
134.0, None, None, 0.6, None, 4.6, None, 1.7, None, None, None, 53.0, 2020-01-02 11:00:00, None
100.0, None, None, 1.6, None, 7.8, None, 0.8, None, None, None, 52.0, 2020-01-02 12:00:00, None
100.0, None, None, 0.4, None, 5.6, None, -2.4, None, None, None, 64.0, 2020-01-02 13:00:00, None
60.0, None, None, 0.0, None, 7.7, None, -3.9, None, None, None, 71.0, 2020-01-02 14:00:00, None
62.0, None, None, 0.0, None, 6.3, None, -5.5, None, None, None, 76.0, 2020-01-02 15:00:00, None
342.0, None, None, 0.0, None, 5.1, None, -7.7, None, None, None, 90.0, 2020-01-02 16:00:00, None
12.0, None, None, 0.0, None, 5.1, None, -8.2, None, None, None, 93.0, 2020-01-02 17:00:00, None
348.0, None, None, 0.0, None, 3.2, None, -8.2, None, None, None, 92.0, 2020-01-02 18:00:00, None
345.0, None, None, 0.0, None, 3.1, None, -8.5, None, None, None, 93.0, 2020-01-02 19:00:00, None
347.0, None, None, 0.0, None, 3.4, None, -8.3, None, None, None, 93.0, 2020-01-02 20:00:00, None
327.0, None, None, 0.0, None, 3.0, None, -8.2, None, None, None, 93.0, 2020-01-02 21:00:00, None
300.0, None, None, 0.0, None, 2.2, None, -8.0, None, None, None, 92.0, 2020-01-02 22:00:00, None
330.0, None, None, 0.0, None, 3.8, None, -7.5, None, None, None, 93.0, 2020-01-02 23:00:00, None
2.0, None, None, 0.0, None, 0.0, None, -7.3, None, None, None, 92.0, 2020-01-03 00:00:00, None
67.0, None, None, 0.0, None, 3.5, None, -7.5, None, None, None, 92.0, 2020-01-03 01:00:00, None
356.0, None, None, 0.0, None, 1.7, None, -7.3, None, None, None, 92.0, 2020-01-03 02:00:00, None
90.0, None, None, 0.0, None, 1.7, None, -7.2, None, None, None, 92.0, 2020-01-03 03:00:00, None
57.0, None, None, 0.0, None, 3.5, None, -6.9, None, None, None, 93.0, 2020-01-03 04:00:00, None
