X,Y,Name,WILDFIRE_YEAR,INCIDENT_NUMBER_LABEL,IGNITION_DATE,FIRE_SIZE_HA,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE
-128.3796,54.9093,R42628,2018,R42628,2018/08/13 14:00:00,0.009,Skeena River near Ritchie,54.9093,-128.3796
-120.540367,49.890167,K61494,2018,K61494,2018/07/27 10:30:00,0.009,Loon Lake,49.890167,-120.540367
-127.064301,50.372883,V92588,2018,V92588,2018/08/10 19:23:00,0.9,Karmutzen Creek - Modified Response,50.372883,-127.064301
-118.512283,52.690483,G30777,2018,G30777,2018/06/21 16:06:00,50,Upper Fraser,52.690483,-118.512283
-120.333649,50.399601,K60914,2018,K60914,2018/06/24 23:00:00,0.009,Kullagh Road,50.399601,-120.333649
-118.7008,50.302933,K42711,2018,K42711,2018/08/11 15:54:00,0.009,Silver Hills,50.30293333,-118.7008
-119.463852,52.986767,G30104,2018,G30104,2018/05/05 13:08:00,0.2,Valemount,52.986767,-119.463852
-126.380249,52.437119,VA0033,2018,VA0033,2018/04/24 14:30:00,0.15,Noosgulch FSR,52.437119,-126.380249
-120.911683,49.996383,K63056,2018,K63056,2018/09/12 13:45:00,0.1,Patchett Road,49.99638333,-120.91168333
-124.758301,49.257183,V70275,2018,V70275,2018/05/22 20:55:00,0.3,Stiny Bridge,49.257183,-124.758301
-122.959984,58.67445,G90805,2018,G90805,2018/06/21 19:29:00,0.009,9km NE Milo Lake,58.67445,-122.959984
-120.683937,52.033718,C41844,2018,C41844,2018/07/31 18:17:00,407,10 Miles N of Canim Lake,52.03371811,-120.68393707
-121.932549,52.654617,C31606,2018,C31606,2018/07/30 00:50:00,16,1 Km N of Buxton Creek,52.654617,-121.932549
-121.9123,49.282633,V13177,2018,V13177,2019/03/19 17:57:00,1.5,Morris Valley,49.28263333,-121.9123
-125.585785,49.673035,V82475,2018,V82475,2018/08/11 14:00:00,0.009,Buttle Lake,49.673035,-125.585785
-120.69062,50.545383,K20578,2018,K20578,2018/06/19 20:35:00,0.009,Wyse Lake,50.545383,-120.69062
-120.310517,49.182933,K62690,2018,K62690,2018/08/11 05:56:00,13626,Cool Creek  **Modified Response**,49.18293333,-120.31051667
-120.630653,52.114567,C41854,2018,C41854,2018/07/31 18:25:00,45,1 Mile East of McNeil Lake,52.114567,-120.630653
-129.4953,59.488367,R92725,2018,R92725,2018/07/29 21:01:00,2514,Spring Creek Canyon,59.4883667,-129.4953
-124.727654,51.906933,C51815,2018,C51815,2018/07/31 22:47:00,0.01,4 Miles SW of Tatla Lake,51.90693283,-124.7276535
-124.6866,50.880135,V52370,2018,V52370,2018/08/07 18:01:00,1100,Southgate River,50.880135,-124.6866
-117.418686,49.16415,N50499,2018,N50499,2018/06/06 02:05:00,0.1,Archibald Creek,49.16415,-117.418686
-126.266683,54.24235,R10582,2018,R10582,2018/06/20 13:12:00,94,Maxan Lake,54.24235,-126.2666833
-118.2136,52.122833,N41887,2018,N41887,2018/07/31 21:47:00,63,Wood Arm -  Monitor,52.122833,-118.2136
-121.97242,55.48045,G70636,2018,G70636,2018/06/20 16:00:00,0.009,Hasler Area,55.48045,-121.97242
-124.524231,53.79995,G42980,2018,G42980,2018/09/01 12:00:00,1.5,2.5 miles W of Rimrock Ranch,53.79995,-124.524231
-125.3667,54.140967,R13111,2018,R13111,2018/10/12 10:45:00,0.009,100m Up Eastend Rd,54.140967,-125.3667
-122.281933,53.88805,G10489,2018,G10489,2018/06/01 19:30:00,0.009,Willow River Rec,53.88805,-122.2819333
-119.98715,49.814983,K52437,2018,K52437,2018/08/08 09:03:00,0.009,5km up Jasper FSR,49.81498333,-119.98715
-127.930317,54.6756,R51479,2018,R51479,2018/07/26 08:00:00,868.7,Copper River,54.6756,-127.9303167
-119.49565,49.789417,K50460,2018,K50460,2018/06/02 09:30:00,0.009,1.5 km Gillard FSR,49.78941667,-119.49565
-125.655167,56.140583,G62717,2018,G62717,2018/08/17 07:47:52,600,North Osilinka River,56.140583,-125.655167
-119.474648,51.537483,K20755,2018,K20755,2018/06/21 15:28:00,0.1,Robert Creek,51.537483,-119.474648
-123.462318,50.682365,V31996,2018,V31996,2018/08/01 22:22:00,0.009,Upper Lillooett - 1km W of Pumice Mine,50.682365,-123.462318
-124.167732,49.168282,V72510,2018,V72510,2018/08/11 14:07:00,0.009,Blackjack Creek,49.168282,-124.167732
-125.07872,54.908283,G50902,2018,G50902,2018/06/24 15:21:54,0.2,NE of Trembleur Lake,54.908283,-125.07872
-119.326569,52.758568,G31715,2018,G31715,2018/07/31 14:00:00,0.53,West Bridge,52.758568,-119.326569
-118.577583,52.268967,G32373,2018,G32373,2018/08/09 17:39:40,13,Foster Arm,52.268967,-118.577583
-118.394531,50.51405,K42733,2018,K42733,2018/07/30 00:00:00,7,Deer Creek,50.51404953,-118.39453125
-124.090416,53.921768,G40084,2018,G40084,2018/05/01 11:00:00,0.9,Poison Bay,53.921768,-124.090416
-117.84185,50.143101,N52108,2018,N52108,2018/08/02 19:14:00,0.01,Saddle Mountain,50.143101,-117.84185
-121.7453,51.951084,C21447,2018,C21447,2018/07/17 19:44:00,0.1,135 Mile - 3 KM N of HWY 97,51.951084,-121.7453
-128.669937,59.855949,R92033,2018,R92033,2018/07/30 00:43:00,100779,Lutz Creek,59.8559494,-128.66993713
-118.625,49.756134,N61441,2018,N61441,2017/10/25 12:00:00,0.25,Goatskin Creek,49.756134,-118.625
-116.78672,51.641983,N41341,2018,N41341,2018/07/19 10:48:00,0.8,Mummery Glacier - Modified Response,51.641983,-116.78672
-119.397483,51.105,K42839,2018,K42839,2018/08/20 00:00:00,25,Scotch-Cross Creek **Monitor**,51.105,-119.39748333
-121.367851,50.480751,K70826,2018,K70826,2018/06/21 17:22:00,0.03,7 Km N. of Spences Bridge,50.480751,-121.367851
-121.023651,52.460567,C31158,2018,C31158,2018/07/12 11:28:00,0.009,Hen Ingram Lake,52.460567,-121.023651
-126.960983,50.233334,V82654,2018,V82654,2018/08/11 01:30:00,3,North of Atluck Lake - Modified Response,50.233334,-126.960983
-119.851517,50.433117,K41870,2018,K41870,2018/08/01 04:00:00,114.6,Monte Lake,50.43311667,-119.85151667
-121.706917,58.178383,G81916,2018,G81916,2018/07/28 23:33:00,4,Sikanni Chief River,58.178383,-121.706917
-130.628483,57.910033,R92162,2018,R92162,2018/07/31 20:33:00,2568,Klastline River,57.9100333,-130.6284833
-117.987831,50.566002,N42972,2018,N42972,2018/08/11 11:25:00,0.25,Eagle Bay,50.566002,-117.987831
-118.612,49.869984,N62058,2018,N62058,2018/08/02 18:16:00,0.009,N Rendell,49.869984,-118.612
-119.795334,51.597401,K21038,2018,K21038,2018/07/05 22:21:00,0.009,Mccorvie-Graffunder,51.597401,-119.795334
-121.408203,49.396584,V10040,2018,V10040,2018/04/25 12:00:00,0.4,Union Bar Rd,49.396584,-121.408203
