,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
84,1,EC,1161470,1248,CHASE,1651,BC,-119.683333,50.816667,359.0,1952-05-01,2001-06-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
121,1,EC,1168204,1323,SUN PEAKS MOUNTAIN,1726,BC,-119.911,50.903,1813.9,1980-12-23,2022-03-05,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
129,1,EC,116Q20D,1338,SUN PEAKS LOWER,1741,BC,-119.883333,50.883333,1312.0,1994-03-01,2022-03-05,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
130,1,EC,116QK0M,1340,SUN PEAKS UPPER,1743,BC,-119.916667,50.9,2030.0,1994-03-01,2022-03-05,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
132,12,FLNRO-WMB,253,1807,CAHILTY,2210,BC,-119.8383,50.8883,1615.0,1989-10-12,2024-01-14,Hourly,Dew Point Temperature|Precipitation Amount|Precipitation Climatology|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
136,12,FLNRO-WMB,286,1836,TURTLE,2239,BC,-119.63,50.8033,640.0,1991-11-04,2024-01-14,Hourly,Dew Point Temperature|Precipitation Amount|Precipitation Climatology|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Snow Depth|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
141,12,FLNRO-WMB,296,1846,ZZ TOD MT,2249,BC,-119.8,50.9,14.0,1981-06-17,1982-09-30,Daily,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
144,12,FLNRO-WMB,313,1863,ZZ CAHILTY DR3,2266,BC,-119.838,50.888,1615.0,1987-07-10,2000-11-01,Daily,Precipitation Amount|Precipitation Climatology|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
199,3,MoTIm,22102,2688,Chase,3431,BC,-119.68167,50.81667,365.0,1988-11-14,1997-12-13,Semi-daily,Precipitation Amount|Rainfall Amount|Relative Humidity (Point)|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Speed (Point)
352,17,ARDA,116164,5643,NESCAINE    KAM,7325,BC,-119.738888888889,50.7583333333333,347.0,1971-05-03,1973-10-23,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
353,17,ARDA,116165,5644,BOYSSE      KAM,7326,BC,-119.672222222222,50.8180555555556,393.0,1971-05-03,1973-10-23,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
354,17,ARDA,116166,5645,NISCONLITH  KAM,7327,BC,-119.719444444444,50.7986111111111,374.0,1971-05-27,1973-10-25,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
362,17,ARDA,116174,5653,SNOW LILY   KAM,7335,BC,-119.630555555556,50.7916666666667,538.0,1971-04-21,1973-10-23,Daily,Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)
363,17,ARDA,116175,5654,ADAMS LAKE  KAM,7336,BC,-119.698611111111,50.7875,541.0,1970-04-21,1973-10-23,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
371,17,ARDA,116190,5668,VIXEN       KAM,7350,BC,-119.647222222222,50.7625,658.0,1971-05-29,1973-10-25,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
