station_observations
WDIR_VECT, time, TEMP_MEAN, HUMIDITY
120.9, 2021-01-01 00:00:00, None, 99.6
117.9, 2021-01-01 01:00:00, None, 99.7
120.0, 2021-01-01 02:00:00, None, 99.6
112.6, 2021-01-01 03:00:00, None, 99.7
129.7, 2021-01-01 04:00:00, None, 100.0
86.9, 2021-01-01 05:00:00, None, 99.9
334.8, 2021-01-01 06:00:00, None, 99.9
323.1, 2021-01-01 07:00:00, None, 99.9
65.1, 2021-01-01 08:00:00, None, 100.0
119.5, 2021-01-01 09:00:00, None, 99.8
56.7, 2021-01-01 10:00:00, None, 99.8
130.3, 2021-01-01 11:00:00, None, 99.9
128.3, 2021-01-01 12:00:00, None, 94.9
157.6, 2021-01-01 13:00:00, None, 99.9
148.8, 2021-01-01 14:00:00, None, 99.7
289.3, 2021-01-01 15:00:00, None, 100.0
100.1, 2021-01-01 16:00:00, None, 99.8
117.9, 2021-01-01 17:00:00, None, 99.7
103.7, 2021-01-01 18:00:00, None, 99.9
136.6, 2021-01-01 19:00:00, None, 99.7
111.5, 2021-01-01 20:00:00, None, 99.6
120.3, 2021-01-01 21:00:00, None, 100.0
125.9, 2021-01-01 22:00:00, None, 99.7
102.7, 2021-01-01 23:00:00, None, 99.7
100.1, 2021-01-02 00:00:00, None, 99.9
91.7, 2021-01-02 01:00:00, None, 98.2
88.5, 2021-01-02 02:00:00, None, 99.7
92.3, 2021-01-02 03:00:00, None, 98.6
93.5, 2021-01-02 04:00:00, None, 99.9
90.0, 2021-01-02 05:00:00, None, 99.6
94.2, 2021-01-02 06:00:00, None, 99.9
90.5, 2021-01-02 07:00:00, None, 99.9
90.0, 2021-01-02 08:00:00, None, 100.0
93.5, 2021-01-02 09:00:00, None, 99.7
87.7, 2021-01-02 10:00:00, None, 99.8
99.5, 2021-01-02 11:00:00, None, 99.7
102.7, 2021-01-02 12:00:00, None, 100.0
96.8, 2021-01-02 13:00:00, None, 99.6
93.4, 2021-01-02 14:00:00, None, 100.0
108.9, 2021-01-02 15:00:00, None, 99.7
122.8, 2021-01-02 16:00:00, None, 99.7
168.7, 2021-01-02 17:00:00, None, 99.9
189.8, 2021-01-02 18:00:00, None, 99.9
222.7, 2021-01-02 19:00:00, None, 99.1
216.3, 2021-01-02 20:00:00, None, 96.4
128.0, 2021-01-02 21:00:00, None, 100.0
96.5, 2021-01-02 22:00:00, None, 100.0
113.6, 2021-01-02 23:00:00, None, 99.8
130.5, 2021-01-03 00:00:00, None, 99.9
130.6, 2021-01-03 01:00:00, None, 99.9
105.8, 2021-01-03 02:00:00, None, 99.9
129.5, 2021-01-03 03:00:00, None, 99.8
126.1, 2021-01-03 04:00:00, None, 99.0
111.7, 2021-01-03 05:00:00, None, 99.9
114.6, 2021-01-03 06:00:00, None, 99.9
100.2, 2021-01-03 07:00:00, None, 100.0
101.6, 2021-01-03 08:00:00, None, 99.6
115.1, 2021-01-03 09:00:00, None, 99.3
348.2, 2021-01-03 10:00:00, None, 99.1
75.3, 2021-01-03 11:00:00, None, 99.7
88.1, 2021-01-03 12:00:00, None, 99.6
159.4, 2021-01-03 13:00:00, None, 92.2
165.8, 2021-01-03 14:00:00, None, 88.4
176.8, 2021-01-03 15:00:00, None, 89.5
119.0, 2021-01-03 16:00:00, None, 99.7
108.4, 2021-01-03 17:00:00, None, 99.8
106.5, 2021-01-03 18:00:00, None, 99.8
120.2, 2021-01-03 19:00:00, None, 100.0
127.7, 2021-01-03 20:00:00, None, 99.9
61.1, 2021-01-03 21:00:00, None, 99.7
227.0, 2021-01-03 22:00:00, None, 99.8
281.1, 2021-01-03 23:00:00, None, 99.9
202.2, 2021-01-04 00:00:00, None, 99.7
79.8, 2021-01-04 01:00:00, None, 99.8
111.0, 2021-01-04 02:00:00, None, 99.8
154.5, 2021-01-04 03:00:00, None, 99.9
118.8, 2021-01-04 04:00:00, None, 97.6
118.5, 2021-01-04 05:00:00, None, 99.9
113.2, 2021-01-04 06:00:00, None, 99.6
110.9, 2021-01-04 07:00:00, None, 99.9
329.6, 2021-01-04 08:00:00, None, 99.9
324.8, 2021-01-04 09:00:00, None, 99.7
2.1, 2021-01-04 10:00:00, None, 99.7
101.9, 2021-01-04 11:00:00, None, 100.0
79.1, 2021-01-04 12:00:00, None, 99.9
81.8, 2021-01-04 13:00:00, None, 99.6
84.9, 2021-01-04 14:00:00, None, 100.0
76.2, 2021-01-04 15:00:00, None, 99.7
77.2, 2021-01-04 16:00:00, None, 99.6
104.5, 2021-01-04 17:00:00, None, 100.0
105.6, 2021-01-04 18:00:00, None, 99.8
137.2, 2021-01-04 19:00:00, None, 99.6
184.8, 2021-01-04 20:00:00, None, 99.6
134.9, 2021-01-04 21:00:00, None, 99.9
186.6, 2021-01-04 22:00:00, None, 99.7
142.7, 2021-01-04 23:00:00, None, 100.0
127.0, 2021-01-05 00:00:00, None, 100.0
165.7, 2021-01-05 01:00:00, None, 99.7
94.7, 2021-01-05 02:00:00, None, 100.0
87.1, 2021-01-05 03:00:00, None, 99.6
105.7, 2021-01-05 04:00:00, None, 99.9
113.9, 2021-01-05 05:00:00, None, 99.6
136.2, 2021-01-05 06:00:00, None, 99.8
133.9, 2021-01-05 07:00:00, None, 99.9
135.7, 2021-01-05 08:00:00, None, 97.9
344.7, 2021-01-05 09:00:00, None, 99.7
125.9, 2021-01-05 10:00:00, None, 99.7
114.5, 2021-01-05 11:00:00, None, 99.6
126.9, 2021-01-05 12:00:00, None, 99.7
114.8, 2021-01-05 13:00:00, None, 99.9
111.2, 2021-01-05 14:00:00, None, 99.8
109.5, 2021-01-05 15:00:00, None, 99.8
127.8, 2021-01-05 16:00:00, None, 99.0
137.5, 2021-01-05 17:00:00, None, 99.2
115.2, 2021-01-05 18:00:00, None, 99.1
112.8, 2021-01-05 19:00:00, None, 99.7
95.0, 2021-01-05 20:00:00, None, 99.9
97.7, 2021-01-05 21:00:00, None, 99.6
51.9, 2021-01-05 22:00:00, None, 99.6
76.7, 2021-01-05 23:00:00, None, 100.0
132.5, 2021-01-06 00:00:00, None, 99.7
119.6, 2021-01-06 01:00:00, None, 99.7
92.9, 2021-01-06 02:00:00, None, 100.0
88.8, 2021-01-06 03:00:00, None, 99.7
100.7, 2021-01-06 04:00:00, None, 100.0
85.3, 2021-01-06 05:00:00, None, 99.9
95.1, 2021-01-06 06:00:00, None, 99.9
95.2, 2021-01-06 07:00:00, None, 99.6
114.1, 2021-01-06 08:00:00, None, 99.7
104.8, 2021-01-06 09:00:00, None, 99.6
97.9, 2021-01-06 10:00:00, None, 93.9
91.3, 2021-01-06 11:00:00, None, 91.9
87.0, 2021-01-06 12:00:00, None, 87.1
98.4, 2021-01-06 13:00:00, None, 90.3
101.2, 2021-01-06 14:00:00, None, 89.6
150.7, 2021-01-06 15:00:00, None, 89.8
258.4, 2021-01-06 16:00:00, None, 99.7
294.2, 2021-01-06 17:00:00, None, 99.6
183.1, 2021-01-06 18:00:00, None, 99.9
262.9, 2021-01-06 19:00:00, None, 99.7
259.3, 2021-01-06 20:00:00, None, 99.6
104.8, 2021-01-06 21:00:00, None, 99.4
195.6, 2021-01-06 22:00:00, None, 99.4
149.5, 2021-01-06 23:00:00, None, 99.4
270.7, 2021-01-07 00:00:00, None, 99.4
147.8, 2021-01-07 01:00:00, None, 99.2
338.8, 2021-01-07 02:00:00, None, 99.1
6.2, 2021-01-07 03:00:00, None, 99.6
166.7, 2021-01-07 04:00:00, None, 99.1
76.2, 2021-01-07 05:00:00, None, 99.3
244.9, 2021-01-07 06:00:00, None, 99.2
336.7, 2021-01-07 07:00:00, None, 99.3
336.3, 2021-01-07 08:00:00, None, 99.6
106.3, 2021-01-07 09:00:00, None, 99.0
304.0, 2021-01-07 10:00:00, None, 99.1
297.3, 2021-01-07 11:00:00, None, 99.1
73.8, 2021-01-07 12:00:00, None, 96.3
66.9, 2021-01-07 13:00:00, None, 90.1
9.9, 2021-01-07 14:00:00, None, 83.6
311.1, 2021-01-07 15:00:00, None, 92.8
169.1, 2021-01-07 16:00:00, None, 94.0
153.0, 2021-01-07 17:00:00, None, 95.7
166.9, 2021-01-07 18:00:00, None, 99.6
172.6, 2021-01-07 19:00:00, None, 99.1
148.4, 2021-01-07 20:00:00, None, 99.1
145.4, 2021-01-07 21:00:00, None, 99.3
159.6, 2021-01-07 22:00:00, None, 99.3
153.4, 2021-01-07 23:00:00, None, 99.4
172.7, 2021-01-08 00:00:00, None, 99.2
172.5, 2021-01-08 01:00:00, None, 99.0
206.5, 2021-01-08 02:00:00, None, 99.4
237.9, 2021-01-08 03:00:00, None, 99.1
143.1, 2021-01-08 04:00:00, None, 99.4
289.4, 2021-01-08 05:00:00, None, 84.6
211.4, 2021-01-08 06:00:00, None, 99.5
99.3, 2021-01-08 07:00:00, None, 99.1
278.0, 2021-01-08 08:00:00, None, 99.7
312.6, 2021-01-08 09:00:00, None, 99.6
310.4, 2021-01-08 10:00:00, None, 99.6
111.2, 2021-01-08 11:00:00, None, 99.9
135.3, 2021-01-08 12:00:00, None, 99.6
95.8, 2021-01-08 13:00:00, None, 99.6
88.6, 2021-01-08 14:00:00, None, 99.6
336.1, 2021-01-08 15:00:00, None, 99.9
339.9, 2021-01-08 16:00:00, None, 99.6
107.7, 2021-01-08 17:00:00, None, 100.0
95.5, 2021-01-08 18:00:00, None, 99.9
309.8, 2021-01-08 19:00:00, None, 99.6
302.8, 2021-01-08 20:00:00, None, 99.6
6.1, 2021-01-08 21:00:00, None, 100.0
76.7, 2021-01-08 22:00:00, None, 99.6
126.1, 2021-01-08 23:00:00, None, 99.9
52.9, 2021-01-09 00:00:00, None, 99.9
18.0, 2021-01-09 01:00:00, None, 99.4
350.2, 2021-01-09 02:00:00, None, 99.0
4.1, 2021-01-09 03:00:00, None, 99.3
299.0, 2021-01-09 04:00:00, None, 99.6
194.3, 2021-01-09 05:00:00, None, 99.4
306.5, 2021-01-09 06:00:00, None, 99.4
42.0, 2021-01-09 07:00:00, None, 99.4
239.5, 2021-01-09 08:00:00, None, 98.9
304.7, 2021-01-09 09:00:00, None, 99.1
55.5, 2021-01-09 10:00:00, None, 99.0
249.1, 2021-01-09 11:00:00, None, 99.4
71.3, 2021-01-09 12:00:00, None, 99.7
328.6, 2021-01-09 13:00:00, None, 98.1
30.3, 2021-01-09 14:00:00, None, 82.4
89.4, 2021-01-09 15:00:00, None, 76.8
353.6, 2021-01-09 16:00:00, None, 92.3
110.7, 2021-01-09 17:00:00, None, 91.8
133.7, 2021-01-09 18:00:00, None, 87.6
302.7, 2021-01-09 19:00:00, None, 94.9
55.3, 2021-01-09 20:00:00, None, 88.2
130.1, 2021-01-09 21:00:00, None, 80.4
158.2, 2021-01-09 22:00:00, None, 90.2
114.8, 2021-01-09 23:00:00, None, 95.6
172.7, 2021-01-10 00:00:00, None, 99.0
98.2, 2021-01-10 01:00:00, None, 85.7
272.9, 2021-01-10 02:00:00, None, 99.6
275.1, 2021-01-10 03:00:00, None, 95.9
124.4, 2021-01-10 04:00:00, None, 99.6
208.2, 2021-01-10 05:00:00, None, 100.0
169.4, 2021-01-10 06:00:00, None, 99.4
188.0, 2021-01-10 07:00:00, None, 99.4
130.9, 2021-01-10 08:00:00, None, 99.0
206.1, 2021-01-10 09:00:00, None, 99.1
88.9, 2021-01-10 10:00:00, None, 99.9
290.7, 2021-01-10 11:00:00, None, 99.9
156.7, 2021-01-10 12:00:00, None, 99.7
64.5, 2021-01-10 13:00:00, None, 100.0
57.5, 2021-01-10 14:00:00, None, 99.6
305.4, 2021-01-10 15:00:00, None, 99.9
292.3, 2021-01-10 16:00:00, None, 99.9
188.2, 2021-01-10 17:00:00, None, 99.9
289.2, 2021-01-10 18:00:00, None, 99.9
77.3, 2021-01-10 19:00:00, None, 100.0
291.3, 2021-01-10 20:00:00, None, 99.7
94.0, 2021-01-10 21:00:00, None, 99.7
315.4, 2021-01-10 22:00:00, None, 99.6
120.8, 2021-01-10 23:00:00, None, 100.0
315.3, 2021-01-11 00:00:00, None, 99.8
292.4, 2021-01-11 01:00:00, None, 99.6
223.2, 2021-01-11 02:00:00, None, 99.6
98.4, 2021-01-11 03:00:00, None, 99.6
145.9, 2021-01-11 04:00:00, None, 99.8
256.4, 2021-01-11 05:00:00, None, 99.6
286.8, 2021-01-11 06:00:00, None, 99.7
103.3, 2021-01-11 07:00:00, None, 99.7
26.7, 2021-01-11 08:00:00, None, 99.6
96.8, 2021-01-11 09:00:00, None, 99.9
121.5, 2021-01-11 10:00:00, None, 100.0
106.4, 2021-01-11 11:00:00, None, 94.6
108.5, 2021-01-11 12:00:00, None, 94.5
112.0, 2021-01-11 13:00:00, None, 89.4
95.8, 2021-01-11 14:00:00, None, 94.3
299.0, 2021-01-11 15:00:00, None, 100.0
348.3, 2021-01-11 16:00:00, None, 99.9
243.9, 2021-01-11 17:00:00, None, 99.7
172.8, 2021-01-11 18:00:00, None, 99.9
