IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2020-10-01,0.1,52.0774498,-122.1876297
2020-10-01,0.1,52.07745,-122.18763
2020-10-01,0.1,52.0774498,-122.1876297
2020-10-02,0.009,49.5388489,-119.9902496
2020-10-02,0.009,49.5388489,-119.9902496
2020-10-02,0.009,49.538849,-119.99025
2020-10-03,0.4,50.4934998,-119.8746643
2020-10-03,0.4,49.415535,-115.7522507
2020-10-03,0.2,56.3338318,-120.689537
2020-10-03,0.1,49.4477844,-117.2606354
2020-10-03,0.4,49.415535,-115.752251
2020-10-03,0.4,50.4934998,-119.8746643
2020-10-03,0.4,50.4935,-119.874664
2020-10-03,0.4,49.415535,-115.7522507
2020-10-03,0.2,56.333832,-120.689537
2020-10-03,0.2,56.3338318,-120.689537
2020-10-03,0.1,49.4477844,-117.2606354
2020-10-03,0.1,49.447784,-117.260635
2020-10-05,70.0,50.484116,-121.303169
2020-10-05,70.0,50.4841156,-121.3031693
2020-10-05,70.0,50.4841156,-121.3031693
2020-10-06,0.002,49.612968,-115.647934
2020-10-06,0.002,49.6129684,-115.647934
2020-10-06,0.002,49.6129684,-115.647934
