station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, 0.244, 99.4, None, None, 17.09, 3.521, 52.8, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 00:00:00, None, None
None, 0.286, 99.4, None, None, 20.17, 3.655, 57.72, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 01:00:00, None, None
None, 0.131, 99.3, None, None, 18.01, 3.524, 51.0, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 02:00:00, None, None
None, 0.218, 99.2, None, None, 11.42, 3.695, 71.4, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 03:00:00, None, None
None, -0.022, 98.9, None, None, 19.78, 2.464, 36.58, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 05:00:00, None, None
None, 0.048, 98.9, None, None, 33.4, 0.476, 341.4, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 06:00:00, None, None
None, -0.036, 98.9, None, None, 16.13, 0.498, 324.0, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 07:00:00, None, None
None, 0.074, 99.1, None, None, 26.65, 2.07, 278.7, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 08:00:00, None, None
None, -0.147, 99.1, None, None, 28.49, 1.848, 212.6, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 09:00:00, None, None
None, 0.015, 99.0, None, None, 25.51, 3.224, 173.1, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 10:00:00, None, None
None, 0.091, 99.0, None, None, 19.98, 5.398, 173.3, None, None, None, None, None, None, 0.0, None, None, None, None, 2020-01-01 11:00:00, None, None
None, 0.647, 98.8, None, None, 24.53, 4.477, 175.0, None, None, None, None, None, None, 1.0, None, None, None, None, 2020-01-01 12:00:00, None, None
None, 2.602, 92.6, None, None, 26.28, 5.74, 188.3, None, None, None, None, None, None, 1.0, None, None, None, None, 2020-01-01 13:00:00, None, None
