station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, 480.0, None, None, None, None, None, None, None, None, None, 2014-01-01 16:00:00, None
None, 480.0, None, None, None, None, None, None, None, None, None, 2014-01-02 16:00:00, None
None, 502.0, None, None, None, None, None, None, None, None, None, 2014-01-03 16:00:00, None
None, 504.0, None, None, None, None, None, None, None, None, None, 2014-01-04 16:00:00, None
None, 500.0, None, None, None, None, None, None, None, None, None, 2014-01-05 16:00:00, None
None, 500.0, None, None, None, None, None, None, None, None, None, 2014-01-06 16:00:00, None
None, 506.0, None, None, None, None, None, None, None, None, None, 2014-01-07 16:00:00, None
None, None, None, None, -6.3, 159.0, None, None, 869.0, 428.0, None, 2014-01-08 10:00:00, None
None, None, None, None, -6.2, 161.0, None, None, 869.0, 428.0, None, 2014-01-08 11:00:00, None
None, None, None, None, -6.2, 161.0, None, None, 869.0, 429.0, None, 2014-01-08 12:00:00, None
None, 517.0, None, None, None, None, None, None, None, None, None, 2014-01-08 16:00:00, None
None, 525.0, None, None, None, None, None, None, None, None, None, 2014-01-09 16:00:00, None
None, 542.0, None, None, None, None, None, None, None, None, None, 2014-01-10 16:00:00, None
None, 556.0, None, None, None, None, None, None, None, None, None, 2014-01-11 16:00:00, None
None, None, None, None, -6.5, 204.0, None, None, 871.0, None, None, 2014-01-12 08:00:00, None
None, None, None, None, -7.2, 206.0, None, None, 871.0, 509.0, None, 2014-01-12 09:00:00, None
None, None, None, None, -8.3, 206.0, None, None, 871.0, 510.0, None, 2014-01-12 10:00:00, None
None, None, None, None, -9.4, 205.0, None, None, 872.0, 510.0, None, 2014-01-12 11:00:00, None
None, None, None, None, -10.0, 204.0, None, None, 872.0, 511.0, None, 2014-01-12 12:00:00, None
None, None, None, None, -10.5, 204.0, None, None, 872.0, 511.0, None, 2014-01-12 13:00:00, None
None, None, None, None, -11.0, 203.0, None, None, 872.0, 511.0, None, 2014-01-12 14:00:00, None
None, None, None, None, -11.7, 203.0, None, None, 872.0, 511.0, None, 2014-01-12 15:00:00, None
None, 560.0, None, None, -11.9, 203.0, None, None, 872.0, 511.0, None, 2014-01-12 16:00:00, None
None, None, None, None, -11.1, 202.0, None, None, 872.0, 511.0, None, 2014-01-12 17:00:00, None
None, None, None, None, -9.7, 202.0, None, None, 871.0, 511.0, None, 2014-01-12 18:00:00, None
None, None, None, None, -9.3, 201.0, None, None, 871.0, 511.0, None, 2014-01-12 19:00:00, None
None, None, None, None, -9.3, 202.0, None, None, 871.0, 511.0, None, 2014-01-12 20:00:00, None
None, None, None, None, -9.0, 203.0, None, None, 871.0, 512.0, None, 2014-01-12 21:00:00, None
None, None, None, None, -8.9, 204.0, None, None, 871.0, 513.0, None, 2014-01-12 22:00:00, None
None, None, None, None, -8.6, 205.0, None, None, 871.0, 516.0, None, 2014-01-12 23:00:00, None
None, None, None, None, -8.2, 209.0, None, None, 871.0, 517.0, None, 2014-01-13 00:00:00, None
None, None, None, None, -7.7, 216.0, None, None, 871.0, 521.0, None, 2014-01-13 01:00:00, None
None, None, None, None, -7.3, 219.0, None, None, 870.0, 524.0, None, 2014-01-13 02:00:00, None
None, None, None, None, -6.9, None, None, None, 871.0, 526.0, None, 2014-01-13 03:00:00, None
None, None, None, None, -6.3, 223.0, None, None, 870.0, 528.0, None, 2014-01-13 04:00:00, None
None, None, None, None, -5.5, 226.0, None, None, 870.0, 531.0, None, 2014-01-13 05:00:00, None
None, None, None, None, -5.1, 228.0, None, None, 870.0, 533.0, None, 2014-01-13 06:00:00, None
None, None, None, None, -4.8, 231.0, None, None, 870.0, 535.0, None, 2014-01-13 07:00:00, None
None, None, None, None, -4.5, 231.0, None, None, 870.0, 537.0, None, 2014-01-13 08:00:00, None
None, None, None, None, -3.9, 231.0, None, None, 870.0, 539.0, None, 2014-01-13 09:00:00, None
None, None, None, None, -3.8, 230.0, None, None, 870.0, 539.0, None, 2014-01-13 10:00:00, None
None, None, None, None, -3.4, 230.0, None, None, 870.0, 540.0, None, 2014-01-13 11:00:00, None
None, None, None, None, -3.1, 229.0, None, None, 870.0, 540.0, None, 2014-01-13 12:00:00, None
None, None, None, None, -3.1, 229.0, None, None, 870.0, 541.0, None, 2014-01-13 13:00:00, None
None, None, None, None, -2.6, 229.0, None, None, 870.0, 543.0, None, 2014-01-13 14:00:00, None
None, None, None, None, -2.4, 229.0, None, None, 870.0, 544.0, None, 2014-01-13 15:00:00, None
None, 563.0, None, None, -2.5, 229.0, None, None, 871.0, 546.0, None, 2014-01-13 16:00:00, None
None, None, None, None, -4.7, 230.0, None, None, 871.0, 548.0, None, 2014-01-13 17:00:00, None
None, None, None, None, -5.0, 229.0, None, None, 871.0, 549.0, None, 2014-01-13 18:00:00, None
None, None, None, None, -4.8, 228.0, None, None, 871.0, 549.0, None, 2014-01-13 19:00:00, None
None, None, None, None, -4.8, 227.0, None, None, 871.0, 550.0, None, 2014-01-13 20:00:00, None
None, None, None, None, -5.0, 227.0, None, None, 871.0, 550.0, None, 2014-01-13 21:00:00, None
None, None, None, None, -5.4, 226.0, None, None, 871.0, 550.0, None, 2014-01-13 22:00:00, None
None, None, None, None, -5.8, 225.0, None, None, 871.0, 550.0, None, 2014-01-13 23:00:00, None
None, None, None, None, -6.2, 225.0, None, None, 871.0, 550.0, None, 2014-01-14 00:00:00, None
None, None, None, None, -6.4, 224.0, None, None, 871.0, 550.0, None, 2014-01-14 01:00:00, None
None, None, None, None, -6.5, 224.0, None, None, 871.0, 550.0, None, 2014-01-14 02:00:00, None
None, None, None, None, -6.3, 223.0, None, None, 871.0, 550.0, None, 2014-01-14 03:00:00, None
None, None, None, None, -6.7, 223.0, None, None, 871.0, 550.0, None, 2014-01-14 04:00:00, None
None, None, None, None, -6.8, 222.0, None, None, 871.0, 550.0, None, 2014-01-14 05:00:00, None
None, None, None, None, -7.0, 222.0, None, None, 871.0, 551.0, None, 2014-01-14 06:00:00, None
None, None, None, None, -6.9, 221.0, None, None, 871.0, 551.0, None, 2014-01-14 07:00:00, None
None, None, None, None, -6.8, 221.0, None, None, 871.0, 551.0, None, 2014-01-14 08:00:00, None
None, None, None, None, -6.4, 219.0, None, None, 871.0, 551.0, None, 2014-01-14 09:00:00, None
None, None, None, None, -6.2, 221.0, None, None, 871.0, 551.0, None, 2014-01-14 10:00:00, None
None, None, None, None, -5.8, 222.0, None, None, 871.0, 552.0, None, 2014-01-14 11:00:00, None
None, None, None, None, -5.7, 222.0, None, None, 870.0, 552.0, None, 2014-01-14 12:00:00, None
None, None, None, None, -5.3, 222.0, None, None, 871.0, 553.0, None, 2014-01-14 13:00:00, None
None, None, None, None, -5.0, 221.0, None, None, 870.0, 553.0, None, 2014-01-14 14:00:00, None
None, None, None, None, -4.9, 221.0, None, None, 871.0, 554.0, None, 2014-01-14 15:00:00, None
None, 567.0, None, None, -4.6, 222.0, None, None, 870.0, 555.0, None, 2014-01-14 16:00:00, None
None, None, None, None, -4.0, 222.0, None, None, 870.0, 555.0, None, 2014-01-14 17:00:00, None
None, None, None, None, -3.3, 221.0, None, None, 870.0, 555.0, None, 2014-01-14 18:00:00, None
None, None, None, None, -3.1, 221.0, None, None, 870.0, 555.0, None, 2014-01-14 19:00:00, None
None, None, None, None, -2.6, 221.0, None, None, 870.0, 555.0, None, 2014-01-14 20:00:00, None
None, None, None, None, -2.4, 220.0, None, None, 870.0, 555.0, None, 2014-01-14 21:00:00, None
None, None, None, None, -2.7, 220.0, None, None, 870.0, 556.0, None, 2014-01-14 22:00:00, None
None, None, None, None, -2.7, 219.0, None, None, 870.0, 556.0, None, 2014-01-14 23:00:00, None
None, None, None, None, -2.8, 219.0, None, None, 870.0, 556.0, None, 2014-01-15 00:00:00, None
None, None, None, None, -2.8, 218.0, None, None, 870.0, 556.0, None, 2014-01-15 01:00:00, None
None, None, None, None, -2.7, 218.0, None, None, 870.0, 556.0, None, 2014-01-15 02:00:00, None
None, None, None, None, -2.7, 218.0, None, None, 870.0, 556.0, None, 2014-01-15 03:00:00, None
None, None, None, None, -2.8, 217.0, None, None, 870.0, 556.0, None, 2014-01-15 04:00:00, None
None, None, None, None, -2.7, 217.0, None, None, 870.0, 556.0, None, 2014-01-15 05:00:00, None
None, None, None, None, -2.8, 216.0, None, None, 870.0, 556.0, None, 2014-01-15 06:00:00, None
None, None, None, None, -2.8, 216.0, None, None, 870.0, 556.0, None, 2014-01-15 07:00:00, None
None, None, None, None, -2.8, 216.0, None, None, 870.0, 556.0, None, 2014-01-15 08:00:00, None
None, None, None, None, -2.6, 216.0, None, None, 870.0, 556.0, None, 2014-01-15 09:00:00, None
None, None, None, None, -2.7, 216.0, None, None, 871.0, 556.0, None, 2014-01-15 10:00:00, None
None, None, None, None, -2.7, 215.0, None, None, 870.0, 556.0, None, 2014-01-15 11:00:00, None
