IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2021-08-27,0.009,49.8093,-126.454766
2021-08-27,0.009,49.8093,-126.45476611
2021-08-28,0.67,52.520117,-122.7818
2021-08-28,227.0,49.44875,-119.652383
2021-08-28,0.67,52.520117,-122.7818
2021-08-28,227.0,49.44875,-119.652383
2021-08-29,0.1,51.054717,-120.219033
2021-08-29,0.02,53.987333,-122.843333
2021-08-29,1.12,50.63095,-119.543967
2021-08-29,0.1,51.054717,-120.219033
2021-08-29,1.12,50.63095,-119.543967
2021-08-29,0.02,53.987333,-122.843333
2021-08-30,0.009,50.21155,-117.659117
2021-08-30,0.009,50.21155,-117.659117
2021-08-30,0.04,50.886333,-117.9093
2021-08-30,0.04,50.886333,-117.9093
2021-08-31,0.009,51.22095,-116.961783
2021-08-31,0.009,51.22095,-116.961783
2021-09-02,5.8,58.05655,-124.670933
2021-09-02,5.8,58.05655,-124.670933
2021-09-02,0.5,55.637517,-125.980633
2021-09-02,0.009,49.499867,-125.526283
2021-09-02,0.009,49.499867,-125.526283
2021-09-02,0.5,55.637517,-125.980633
