station_observations
TempC, time, RH
-0.507, 2020-01-01 00:00:00, 100.0
-0.395, 2020-01-01 01:00:00, 100.0
-0.395, 2020-01-01 02:00:00, 100.0
-0.339, 2020-01-01 03:00:00, 100.0
-0.563, 2020-01-01 04:00:00, 100.0
-0.535, 2020-01-01 05:00:00, 100.0
-0.676, 2020-01-01 06:00:00, 100.0
-0.591, 2020-01-01 07:00:00, 100.0
-0.704, 2020-01-01 08:00:00, 100.0
-0.704, 2020-01-01 09:00:00, 100.0
-0.283, 2020-01-01 10:00:00, 100.0
0.495, 2020-01-01 11:00:00, 99.5
0.329, 2020-01-01 12:00:00, 99.5
0.412, 2020-01-01 13:00:00, 100.0
0.412, 2020-01-01 14:00:00, 100.0
0.687, 2020-01-01 15:00:00, 100.0
0.577, 2020-01-01 16:00:00, 100.0
1.126, 2020-01-01 17:00:00, 99.9
1.48, 2020-01-01 18:00:00, 97.0
0.55, 2020-01-01 19:00:00, 90.4
-0.116, 2020-01-01 20:00:00, 87.6
-1.356, 2020-01-01 21:00:00, 84.7
-1.929, 2020-01-01 22:00:00, 81.2
-2.83, 2020-01-01 23:00:00, 80.5
-2.537, 2020-01-02 00:00:00, 85.8
-2.918, 2020-01-02 01:00:00, 82.4
-3.39, 2020-01-02 02:00:00, 83.0
-3.896, 2020-01-02 03:00:00, 82.6
-4.227, 2020-01-02 04:00:00, 81.8
-4.957, 2020-01-02 05:00:00, 78.9
-5.885, 2020-01-02 06:00:00, 80.2
-5.48, 2020-01-02 07:00:00, 80.8
-5.511, 2020-01-02 08:00:00, 77.7
-7.869, 2020-01-02 09:00:00, 83.7
-6.642, 2020-01-02 10:00:00, 90.3
-3.627, 2020-01-02 11:00:00, 84.7
-2.859, 2020-01-02 12:00:00, 72.9
-3.035, 2020-01-02 13:00:00, 70.7
-4.046, 2020-01-02 14:00:00, 75.4
-5.049, 2020-01-02 15:00:00, 82.5
-6.105, 2020-01-02 16:00:00, 90.5
-6.61, 2020-01-02 17:00:00, 93.5
-7.09, 2020-01-02 18:00:00, 95.2
-6.898, 2020-01-02 19:00:00, 96.2
-6.042, 2020-01-02 20:00:00, 94.7
-5.854, 2020-01-02 21:00:00, 93.9
-5.605, 2020-01-02 22:00:00, 92.2
-5.76, 2020-01-02 23:00:00, 94.4
-5.885, 2020-01-03 00:00:00, 94.1
-5.948, 2020-01-03 01:00:00, 94.4
-5.636, 2020-01-03 02:00:00, 95.0
-5.357, 2020-01-03 03:00:00, 95.4
-5.018, 2020-01-03 04:00:00, 96.2
-4.865, 2020-01-03 05:00:00, 96.9
-4.621, 2020-01-03 06:00:00, 97.6
-4.348, 2020-01-03 07:00:00, 98.0
-3.956, 2020-01-03 08:00:00, 98.3
-3.687, 2020-01-03 09:00:00, 98.6
-3.36, 2020-01-03 10:00:00, 98.9
-2.83, 2020-01-03 11:00:00, 99.2
-2.218, 2020-01-03 12:00:00, 99.5
0.439, 2020-01-03 13:00:00, 100.0
0.742, 2020-01-03 14:00:00, 98.6
1.724, 2020-01-03 15:00:00, 96.1
1.262, 2020-01-03 16:00:00, 97.9
2.021, 2020-01-03 17:00:00, 96.7
2.45, 2020-01-03 18:00:00, 96.2
3.958, 2020-01-03 19:00:00, 91.2
3.168, 2020-01-03 20:00:00, 88.4
4.584, 2020-01-03 21:00:00, 91.9
7.015, 2020-01-03 22:00:00, 77.6
3.696, 2020-01-03 23:00:00, 77.2
1.126, 2020-01-04 00:00:00, 92.5
1.18, 2020-01-04 01:00:00, 93.2
1.208, 2020-01-04 02:00:00, 88.8
-0.171, 2020-01-04 03:00:00, 94.4
-0.591, 2020-01-04 04:00:00, 98.6
0.218, 2020-01-04 05:00:00, 93.2
0.88, 2020-01-04 06:00:00, 83.2
0.605, 2020-01-04 07:00:00, 78.9
0.301, 2020-01-04 08:00:00, 76.7
0.19, 2020-01-04 09:00:00, 75.3
0.301, 2020-01-04 10:00:00, 70.1
-0.032, 2020-01-04 11:00:00, 68.0
0.934, 2020-01-04 12:00:00, 65.6
0.605, 2020-01-04 13:00:00, 63.9
0.439, 2020-01-04 14:00:00, 62.6
0.66, 2020-01-04 15:00:00, 59.9
0.051, 2020-01-04 16:00:00, 62.6
0.356, 2020-01-04 17:00:00, 64.3
1.044, 2020-01-04 18:00:00, 60.3
0.797, 2020-01-04 19:00:00, 59.3
0.522, 2020-01-04 20:00:00, 61.1
0.273, 2020-01-04 21:00:00, 61.9
0.273, 2020-01-04 22:00:00, 61.2
-0.339, 2020-01-04 23:00:00, 59.2
-0.507, 2020-01-05 00:00:00, 64.1
-0.116, 2020-01-05 01:00:00, 64.9
-0.199, 2020-01-05 02:00:00, 64.1
-0.367, 2020-01-05 03:00:00, 64.5
0.218, 2020-01-05 04:00:00, 63.4
0.356, 2020-01-05 05:00:00, 61.4
0.107, 2020-01-05 06:00:00, 62.4
0.135, 2020-01-05 07:00:00, 63.1
2.289, 2020-01-05 08:00:00, 61.8
3.274, 2020-01-05 09:00:00, 52.4
2.983, 2020-01-05 10:00:00, 54.2
1.48, 2020-01-05 11:00:00, 62.7
-2.131, 2020-01-05 12:00:00, 90.1
-1.441, 2020-01-05 13:00:00, 90.8
-1.384, 2020-01-05 14:00:00, 81.7
-1.871, 2020-01-05 15:00:00, 80.9
-3.301, 2020-01-05 16:00:00, 83.1
-3.866, 2020-01-05 17:00:00, 85.0
-4.439, 2020-01-05 18:00:00, 87.9
-4.378, 2020-01-05 19:00:00, 85.5
-3.866, 2020-01-05 20:00:00, 83.5
-1.67, 2020-01-05 21:00:00, 75.7
-2.683, 2020-01-05 22:00:00, 76.7
-2.771, 2020-01-05 23:00:00, 77.6
-2.276, 2020-01-06 00:00:00, 78.9
-2.247, 2020-01-06 01:00:00, 72.1
-2.742, 2020-01-06 02:00:00, 73.1
-5.948, 2020-01-06 03:00:00, 79.9
-8.0, 2020-01-06 04:00:00, 89.6
-8.264, 2020-01-06 05:00:00, 93.3
-6.199, 2020-01-06 06:00:00, 92.6
-7.706, 2020-01-06 07:00:00, 91.4
-7.381, 2020-01-06 08:00:00, 94.4
-8.297, 2020-01-06 09:00:00, 94.2
-6.802, 2020-01-06 10:00:00, 94.7
-4.773, 2020-01-06 11:00:00, 94.0
-2.683, 2020-01-06 12:00:00, 89.2
-2.073, 2020-01-06 13:00:00, 82.4
-2.334, 2020-01-06 14:00:00, 81.6
-2.625, 2020-01-06 15:00:00, 84.2
-3.33, 2020-01-06 16:00:00, 88.4
-4.046, 2020-01-06 17:00:00, 91.3
-4.53, 2020-01-06 18:00:00, 92.9
-4.957, 2020-01-06 19:00:00, 94.3
-5.76, 2020-01-06 20:00:00, 95.7
-6.388, 2020-01-06 21:00:00, 96.7
-9.405, 2020-01-06 22:00:00, 95.5
-12.528, 2020-01-06 23:00:00, 94.2
-14.392, 2020-01-07 00:00:00, 92.9
-14.945, 2020-01-07 01:00:00, 92.3
-13.926, 2020-01-07 02:00:00, 92.8
-13.05, 2020-01-07 03:00:00, 93.4
-13.466, 2020-01-07 04:00:00, 92.7
-13.505, 2020-01-07 05:00:00, 92.6
-13.013, 2020-01-07 06:00:00, 92.8
-13.013, 2020-01-07 07:00:00, 92.7
-12.825, 2020-01-07 08:00:00, 92.8
-12.049, 2020-01-07 09:00:00, 93.2
-10.651, 2020-01-07 10:00:00, 93.8
-8.066, 2020-01-07 11:00:00, 94.9
-6.168, 2020-01-07 12:00:00, 95.9
-7.187, 2020-01-07 13:00:00, 95.5
-4.287, 2020-01-07 14:00:00, 96.2
-3.986, 2020-01-07 15:00:00, 95.3
-4.56, 2020-01-07 16:00:00, 95.4
-5.141, 2020-01-07 17:00:00, 96.7
-5.574, 2020-01-07 18:00:00, 96.6
-5.667, 2020-01-07 19:00:00, 96.7
-5.542, 2020-01-07 20:00:00, 96.8
-5.636, 2020-01-07 21:00:00, 96.0
-6.738, 2020-01-07 22:00:00, 94.6
-7.608, 2020-01-07 23:00:00, 93.2
-8.397, 2020-01-08 00:00:00, 92.2
-8.73, 2020-01-08 01:00:00, 91.7
-8.63, 2020-01-08 02:00:00, 92.1
-8.53, 2020-01-08 03:00:00, 92.4
-8.497, 2020-01-08 04:00:00, 91.7
-8.63, 2020-01-08 05:00:00, 92.2
-8.73, 2020-01-08 06:00:00, 92.0
-8.663, 2020-01-08 07:00:00, 91.7
-8.999, 2020-01-08 08:00:00, 93.4
-9.134, 2020-01-08 09:00:00, 94.0
-8.831, 2020-01-08 10:00:00, 93.8
-8.364, 2020-01-08 11:00:00, 93.2
-7.968, 2020-01-08 12:00:00, 92.7
-7.836, 2020-01-08 13:00:00, 91.9
-8.297, 2020-01-08 14:00:00, 90.8
-11.613, 2020-01-08 15:00:00, 91.5
-11.867, 2020-01-08 16:00:00, 93.3
-15.345, 2020-01-08 17:00:00, 92.3
-16.786, 2020-01-08 18:00:00, 91.7
-16.284, 2020-01-08 19:00:00, 91.4
-17.082, 2020-01-08 20:00:00, 91.1
-18.164, 2020-01-08 21:00:00, 90.0
-18.474, 2020-01-08 22:00:00, 89.9
-17.51, 2020-01-08 23:00:00, 90.4
-16.744, 2020-01-09 00:00:00, 90.5
-15.224, 2020-01-09 01:00:00, 91.5
-16.326, 2020-01-09 02:00:00, 91.1
-16.66, 2020-01-09 03:00:00, 90.8
-14.353, 2020-01-09 04:00:00, 91.8
-12.233, 2020-01-09 05:00:00, 93.1
-12.269, 2020-01-09 06:00:00, 93.2
-12.454, 2020-01-09 07:00:00, 93.1
-12.528, 2020-01-09 08:00:00, 93.1
-12.049, 2020-01-09 09:00:00, 93.3
-11.433, 2020-01-09 10:00:00, 93.5
-10.722, 2020-01-09 11:00:00, 93.4
-9.713, 2020-01-09 12:00:00, 93.2
-9.1, 2020-01-09 13:00:00, 92.5
