station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
208.0, None, None, 0.0, None, 23.2, None, -10.6, None, None, None, 90.0, 2022-01-01 00:00:00, None
203.0, None, None, 0.0, None, 20.2, None, -10.0, None, None, None, 91.0, 2022-01-01 01:00:00, None
200.0, None, None, 0.0, None, 24.0, None, -9.5, None, None, None, 92.0, 2022-01-01 02:00:00, None
189.0, 92.0, 24.0, 0.0, -10.6, 25.1, -9.5, -9.1, 200.0, 0.0, 0.0, 92.0, 2022-01-01 03:00:00, None
194.0, None, None, 0.0, None, 24.5, None, -8.3, None, None, None, 93.0, 2022-01-01 04:00:00, None
187.0, None, None, 0.0, None, 24.9, None, -7.7, None, None, None, 94.0, 2022-01-01 05:00:00, None
207.0, None, None, 0.0, None, 32.3, None, -5.7, None, None, None, 96.0, 2022-01-01 06:00:00, None
219.0, None, None, 0.0, None, 36.5, None, -4.7, None, None, None, 97.0, 2022-01-01 07:00:00, None
203.0, None, None, 0.0, None, 23.9, None, -4.4, None, None, None, 98.0, 2022-01-01 08:00:00, None
216.0, None, None, 0.0, None, 26.3, None, -3.5, None, None, None, 98.0, 2022-01-01 09:00:00, None
249.0, None, None, 0.0, None, 30.4, None, -2.9, None, None, None, 98.0, 2022-01-01 10:00:00, None
242.0, None, None, 0.0, None, 22.9, None, -2.6, None, None, None, 99.0, 2022-01-01 11:00:00, None
233.0, None, None, 0.0, None, 20.2, None, -2.6, None, None, None, 99.0, 2022-01-01 12:00:00, None
217.0, 99.0, 20.2, 0.0, -2.7, 19.5, -2.6, -2.8, 233.0, 0.0, 0.0, 100.0, 2022-01-01 13:00:00, None
220.0, 100.0, 19.5, 0.0, -2.8, 20.4, -2.8, -2.9, 217.0, 0.0, 0.0, 100.0, 2022-01-01 14:00:00, None
219.0, None, None, 0.0, None, 17.6, None, -3.2, None, None, None, 100.0, 2022-01-01 15:00:00, None
215.0, None, None, 0.0, None, 14.5, None, -3.4, None, None, None, 100.0, 2022-01-01 16:00:00, None
217.0, None, None, 0.0, None, 13.7, None, -3.6, None, None, None, 100.0, 2022-01-01 17:00:00, None
180.0, None, None, 0.0, None, 11.3, None, -3.6, None, None, None, 99.0, 2022-01-01 18:00:00, None
148.0, None, None, 0.0, None, 13.0, None, -3.7, None, None, None, 99.0, 2022-01-01 19:00:00, None
159.0, None, None, 0.0, None, 9.1, None, -3.8, None, None, None, 99.0, 2022-01-01 20:00:00, None
188.0, 99.0, 9.1, 0.0, -3.9, 10.2, -3.8, -3.7, 159.0, 0.0, None, 99.0, 2022-01-01 21:00:00, None
277.0, 99.0, 10.2, 0.0, -3.8, 9.5, -3.7, -3.9, 188.0, 0.0, 0.0, 99.0, 2022-01-01 22:00:00, None
257.0, None, None, 0.0, None, 18.3, None, -4.9, None, None, None, 98.0, 2022-01-01 23:00:00, None
249.0, None, None, 0.0, None, 17.9, None, -5.0, None, None, None, 98.0, 2022-01-02 00:00:00, None
248.0, None, None, 0.0, None, 12.0, None, -5.6, None, None, None, 97.0, 2022-01-02 01:00:00, None
213.0, None, None, 0.0, None, 15.3, None, -5.4, None, None, None, 98.0, 2022-01-02 02:00:00, None
214.0, None, None, 0.0, None, 15.2, None, -5.2, None, None, None, 98.0, 2022-01-02 03:00:00, None
136.0, None, None, 0.0, None, 11.7, None, -5.9, None, None, None, 97.0, 2022-01-02 04:00:00, None
127.0, None, None, 0.0, None, 12.3, None, -6.6, None, None, None, 96.0, 2022-01-02 05:00:00, None
139.0, None, None, 0.0, None, 12.6, None, -7.0, None, None, None, 96.0, 2022-01-02 06:00:00, None
126.0, 96.0, 12.6, 0.0, -7.5, 12.1, -7.0, -7.3, 139.0, 0.0, 0.0, 95.0, 2022-01-02 07:00:00, None
117.0, 95.0, 12.1, 0.0, -8.0, 11.7, -7.3, -7.7, 126.0, 0.0, 0.0, 95.0, 2022-01-02 08:00:00, None
132.0, 95.0, 11.7, 0.0, -8.4, 12.0, -7.7, -7.2, 117.0, 0.0, 0.0, 94.0, 2022-01-02 09:00:00, None
118.0, None, None, 0.0, None, 13.2, None, -7.2, None, None, None, 94.0, 2022-01-02 10:00:00, None
118.0, None, None, 0.0, None, 12.2, None, -7.2, None, None, None, 94.0, 2022-01-02 11:00:00, None
115.0, None, None, 0.0, None, 11.3, None, -7.4, None, None, None, 94.0, 2022-01-02 12:00:00, None
106.0, None, None, 0.0, None, 12.2, None, -7.5, None, None, None, 94.0, 2022-01-02 13:00:00, None
112.0, None, None, 0.0, None, 13.0, None, -8.4, None, None, None, 93.0, 2022-01-02 14:00:00, None
98.0, None, None, 0.0, None, 14.4, None, -9.0, None, None, None, 93.0, 2022-01-02 15:00:00, None
92.0, None, None, 0.0, None, 13.0, None, -9.1, None, None, None, 93.0, 2022-01-02 16:00:00, None
95.0, None, None, 0.0, None, 13.0, None, -9.5, None, None, None, 92.0, 2022-01-02 17:00:00, None
99.0, None, None, 0.0, None, 14.3, None, -11.0, None, None, None, 90.0, 2022-01-02 18:00:00, None
98.0, None, None, 0.0, None, 14.8, None, -12.8, None, None, None, 88.0, 2022-01-02 19:00:00, None
103.0, None, None, 0.0, None, 14.7, None, -14.5, None, None, None, 86.0, 2022-01-02 20:00:00, None
103.0, None, None, 0.0, None, 12.1, None, -16.0, None, None, None, 84.0, 2022-01-02 21:00:00, None
90.0, None, None, 0.0, None, 8.6, None, -17.3, None, None, None, 82.0, 2022-01-02 22:00:00, None
81.0, None, None, 0.0, None, 2.2, None, -17.9, None, None, None, 81.0, 2022-01-02 23:00:00, None
79.0, None, None, 0.0, None, 10.8, None, -19.0, None, None, None, 80.0, 2022-01-03 00:00:00, None
80.0, 80.0, 10.8, 0.0, -21.6, 10.1, -19.0, -19.8, 79.0, 0.0, 0.0, 79.0, 2022-01-03 01:00:00, None
63.0, None, None, 0.0, None, 12.6, None, -20.5, None, None, None, 78.0, 2022-01-03 02:00:00, None
65.0, None, None, 0.0, None, 8.4, None, -21.2, None, None, None, 77.0, 2022-01-03 03:00:00, None
56.0, None, None, 0.0, None, 8.9, None, -21.8, None, None, None, 76.0, 2022-01-03 04:00:00, None
60.0, None, None, 0.0, None, 0.0, None, -22.4, None, None, None, 75.0, 2022-01-03 05:00:00, None
65.0, 75.0, 0.0, 0.0, -25.6, 8.6, -22.4, -23.0, 60.0, 0.0, 0.0, 74.0, 2022-01-03 06:00:00, None
72.0, None, None, 0.0, None, 9.9, None, -23.5, None, None, None, 73.0, 2022-01-03 07:00:00, None
69.0, None, None, 0.0, None, 9.8, None, -24.0, None, None, None, 73.0, 2022-01-03 08:00:00, None
70.0, None, None, 0.0, None, 8.2, None, -24.0, None, None, None, 72.0, 2022-01-03 09:00:00, None
67.0, None, None, 0.0, None, 9.1, None, -24.1, None, None, None, 72.0, 2022-01-03 10:00:00, None
68.0, None, None, 0.0, None, 10.0, None, -23.5, None, None, None, 71.0, 2022-01-03 11:00:00, None
69.0, 71.0, 10.0, 0.0, -27.3, 10.6, -23.5, -23.4, 68.0, 0.0, None, 71.0, 2022-01-03 12:00:00, None
66.0, None, None, 0.0, None, 9.8, None, -22.9, None, None, None, 71.0, 2022-01-03 13:00:00, None
70.0, None, None, 0.0, None, 10.8, None, -24.7, None, None, None, 70.0, 2022-01-03 14:00:00, None
72.0, None, None, 0.0, None, 9.6, None, -25.5, None, None, None, 70.0, 2022-01-03 15:00:00, None
64.0, None, None, 0.0, None, 10.0, None, -25.9, None, None, None, 70.0, 2022-01-03 16:00:00, None
63.0, 70.0, 10.0, 0.0, -29.8, 12.3, -25.9, -26.3, 64.0, 0.0, 0.0, 70.0, 2022-01-03 17:00:00, None
71.0, None, None, 0.0, None, 9.1, None, -26.3, None, None, None, 69.0, 2022-01-03 18:00:00, None
83.0, None, None, 0.0, None, 9.2, None, -27.0, None, None, None, 68.0, 2022-01-03 19:00:00, None
75.0, 68.0, 9.2, 0.0, -31.1, 9.1, -27.0, -27.4, 83.0, 0.0, None, 68.0, 2022-01-03 20:00:00, None
79.0, 68.0, 9.1, 0.0, -31.5, 8.5, -27.4, -27.3, 75.0, 0.0, 0.0, 68.0, 2022-01-03 21:00:00, None
81.0, None, None, 0.0, None, 8.3, None, -27.4, None, None, None, 68.0, 2022-01-03 22:00:00, None
82.0, None, None, 0.0, None, 6.8, None, -27.8, None, None, None, 67.0, 2022-01-03 23:00:00, None
73.0, 67.0, 6.8, 0.0, -32.1, 6.8, -27.8, -28.3, 82.0, 0.0, 0.0, 67.0, 2022-01-04 00:00:00, None
75.0, 67.0, 6.8, 0.0, -32.5, 7.2, -28.3, -28.2, 73.0, 0.0, 0.0, 67.0, 2022-01-04 01:00:00, None
84.0, None, None, 0.0, None, 7.4, None, -28.6, None, None, None, 66.0, 2022-01-04 02:00:00, None
80.0, None, None, 0.0, None, 6.3, None, -28.9, None, None, None, 66.0, 2022-01-04 03:00:00, None
101.0, None, None, 0.0, None, 5.5, None, -28.1, None, None, None, 67.0, 2022-01-04 04:00:00, None
112.0, 67.0, 5.5, 0.0, -32.3, 5.1, -28.1, -27.9, 101.0, 0.0, 0.0, 67.0, 2022-01-04 05:00:00, None
109.0, None, None, 0.0, None, 5.8, None, -28.3, None, None, None, 66.0, 2022-01-04 06:00:00, None
111.0, None, None, 0.0, None, 5.7, None, -29.2, None, None, None, 65.0, 2022-01-04 07:00:00, None
115.0, None, None, 0.0, None, 0.0, None, -29.1, None, None, None, 65.0, 2022-01-04 08:00:00, None
116.0, None, None, 0.0, None, 0.0, None, -28.2, None, None, None, 66.0, 2022-01-04 09:00:00, None
114.0, None, None, 0.0, None, 0.0, None, -28.0, None, None, None, 65.0, 2022-01-04 10:00:00, None
106.0, None, None, 0.0, None, 0.0, None, -27.3, None, None, None, 66.0, 2022-01-04 11:00:00, None
103.0, 66.0, 0.0, 0.0, -31.7, 0.0, -27.3, -25.3, 106.0, 0.0, 0.0, 67.0, 2022-01-04 12:00:00, None
107.0, None, None, 0.0, None, 0.0, None, -26.1, None, None, None, 67.0, 2022-01-04 13:00:00, None
112.0, None, None, 0.0, None, 0.0, None, -26.4, None, None, None, 68.0, 2022-01-04 14:00:00, None
112.0, None, None, 0.0, None, 0.0, None, -27.2, None, None, None, 67.0, 2022-01-04 15:00:00, None
101.0, None, None, 0.0, None, 0.0, None, -27.9, None, None, None, 67.0, 2022-01-04 16:00:00, None
88.0, None, None, 0.0, None, 0.0, None, -28.2, None, None, None, 67.0, 2022-01-04 17:00:00, None
