,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
30,1,EC,1123965,1031,KELOWNA AWOS,1434,BC,-119.383333,49.95,430.0,2005-01-21,2010-02-22,Daily,Precipitation Amount|Temperature (Max.)|Temperature (Min.)
31,1,EC,1123970,1032,KELOWNA A,1435,BC,-119.383333,49.95,430.0,1968-10-01,2005-09-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
32,1,EC,1123972,1033,KELOWNA BANKHEAD,1436,BC,-119.3,49.9,0.0,1914-03-25,1931-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
41,1,EC,11239R0,1042,KELOWNA MWS0,1445,BC,-119.4,49.95,456.0,1994-01-01,2017-06-29,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
72,1,EC,112C991,1102,KELOWNA N GLENMORE,1505,BC,-119.433333,49.933333,451.0,1984-12-01,1986-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
213,1,EC,1123939,3256,KELOWNA,4095,BC,-119.377778,49.957222,433.0,2009-09-03,2013-01-14,Unspecified,Precipitation Amount|Temperature (Max.)|Temperature (Min.)
217,17,ARDA,112021,4837,HUME,6517,BC,-119.409722222222,49.9263888888889,427.0,1975-03-20,1975-09-17,Daily,Temperature (Max.)|Temperature (Min.)
218,17,ARDA,112022,4838,LOWER GLENMORE,6518,BC,-119.4375,49.9152777777778,402.0,1975-03-25,1975-09-16,Daily,Temperature (Max.)|Temperature (Min.)
219,17,ARDA,112023,4839,MIDDLE GLENMORE,6519,BC,-119.436111111111,49.9138888888889,418.0,1975-03-25,1975-09-17,Daily,Temperature (Max.)|Temperature (Min.)
225,17,ARDA,112039,4855,UPPER GLENMORE,6535,BC,-119.433333333333,49.9125,437.0,1975-03-25,1975-09-16,Daily,Temperature (Max.)|Temperature (Min.)
277,17,ARDA,112223,4988,ELLISON,6668,BC,-119.395833333333,49.9791666666667,436.0,1971-04-28,1972-09-29,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
408,19,EC_raw,1123965,6606,Kelowna Airport,8291,BC,-119.3777778,49.95722222,429.5,2011-05-31,2013-01-21,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
479,19,EC_raw,1123939,10822,Kelowna Airport,12962,BC,-119.38,49.96,433.1,2010-01-02,2024-01-14,Hourly,Cloud Cover Fraction|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
481,19,EC_raw,1123996,10908,Kelowna,13065,BC,-119.400278,49.940833,456.0,2013-03-14,2024-01-14,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
