,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
50,1,EC,1126070,1074,PEACHLAND,1477,BC,-119.716667,49.783333,345.0,1971-03-01,2022-02-16,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
51,1,EC,1126071,1075,PEACHLAND,1478,BC,-119.7145,49.78267,351.0,1973-07-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
54,1,EC,1126079,1078,PEACHLAND MINOS ROCK,1481,BC,-119.75,49.766667,610.0,1982-01-01,1982-04-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
68,1,EC,1128758,1098,WESTBANK,1501,BC,-119.633333,49.833333,521.0,1981-12-12,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
69,1,EC,1128759,1099,WESTBANK IRRIGATION,1502,BC,-119.633333,49.833333,421.0,1983-08-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
204,3,MoTIm,29005,2738,Westbank,3481,BC,-119.62428,49.82914,405.0,1988-11-07,1994-01-10,Semi-daily,Precipitation Amount|Rainfall Amount|Relative Humidity (Point)|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
253,17,ARDA,112170,4963,GREATA,6643,BC,-119.769166666667,49.7533333333333,495.0,1971-03-23,1972-10-29,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
255,17,ARDA,112172,4965,TREPANIER,6645,BC,-119.708333333333,49.7933333333333,477.0,1971-03-23,1972-10-29,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
256,17,ARDA,112173,4966,MCCALL,6646,BC,-119.730833333333,49.78,358.0,1971-04-28,1972-09-27,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
257,17,ARDA,112174,4967,SECLUSION,6647,BC,-119.659166666667,49.8058333333333,479.0,1971-04-28,1972-09-27,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
258,17,ARDA,112175,4968,DROUGHT,6648,BC,-119.669444444444,49.8391666666667,640.0,1971-03-24,1972-10-11,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
259,17,ARDA,112176,4969,GELLATLY,6649,BC,-119.645833333333,49.8416666666667,529.0,1971-03-26,1972-10-29,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
