,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
17,1,EC,1167984,288,TAPPEN NORTH,691,BC,-119.3,50.8,488.0,1970-10-01,1970-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
106,1,EC,1166946,1303,SALMON ARM 2,1706,BC,-119.283333,50.7,396.0,1950-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
107,1,EC,1166947,1304,SALMON ARM 3,1707,BC,-119.35,50.683333,363.0,1893-04-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
118,1,EC,1167980,1320,TAPPEN,1723,BC,-119.333333,50.75,442.0,1913-01-01,1961-12-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
119,1,EC,1167982,1321,TAPPEN FORD ROAD,1724,BC,-119.3,50.8,567.0,1962-07-01,1966-10-31,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
120,1,EC,1167986,1322,TAPPEN TULARI FARM,1725,BC,-119.3,50.666667,381.0,1966-11-01,1967-02-28,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
125,1,EC,116FRMN,1332,SALMON ARM CS,1735,BC,-119.2906,50.70306,350.5,1991-01-01,2017-12-31,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
174,12,FLNRO-WMB,757,2205,ZZ WEST RIDGE QD(NEC),2608,BC,-119.496,50.659,1768.0,1998-08-15,1998-12-07,Hourly,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
182,12,FLNRO-WMB,1051,2367,ZZ NOTCH QD,2770,BC,-119.45,50.74583333,1407.0,2009-08-26,2009-09-22,Hourly,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
194,3,MoTIm,22001,2683,Salmon Arm,3426,BC,-119.33694,50.69806,365.0,1988-10-12,1999-02-23,Semi-daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
327,17,ARDA,116103,5591,FLY HILL 25,7273,BC,-119.375833333333,50.685,787.0,1971-04-29,1972-10-31,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
328,17,ARDA,116104,5592,FLY HILL 49,7274,BC,-119.408333333333,50.7058333333333,1463.0,1971-05-30,1972-10-25,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
407,17,ARDA,116525,5825,SKIMIKIN NUR,7508,BC,-119.408333333333,50.7877777777778,519.0,1972-05-31,1972-05-31,Irregular,Precipitation (Cumulative)
409,19,EC_raw,116FRMN,6644,Salmon Arm,8329,BC,-119.2905556,50.70305556,350.5,2010-04-09,2024-01-14,Hourly,Air Pressure Tendency|Dew Point Temperature (Point)|Mean Sea Level|Precipitation Amount|Relative Humidity (Point)|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Wind Direction (Mean)|Wind Gust (Max.)|Wind Speed (Point)
