station_observations
wind_speed, temperature, wind_direction, relative_humidity, time
4.7, 21.0, 68.0, 30.0, 2021-04-17 17:00:00
4.0, 18.4, 169.0, 36.0, 2021-04-17 18:00:00
3.6, 13.4, 163.0, 53.0, 2021-04-17 19:00:00
3.2, 12.9, 272.0, 59.0, 2021-04-17 20:00:00
5.4, 10.5, 254.0, 68.0, 2021-04-17 21:00:00
9.0, 11.6, 247.0, 64.0, 2021-04-17 22:00:00
8.3, 9.1, 261.0, 75.0, 2021-04-17 23:00:00
9.4, 10.9, 261.0, 63.0, 2021-04-18 00:00:00
8.3, 8.2, 261.0, 75.0, 2021-04-18 01:00:00
9.0, 8.9, 242.0, 71.0, 2021-04-18 02:00:00
8.3, 10.0, 262.0, 69.0, 2021-04-18 03:00:00
9.4, 9.0, 272.0, 80.0, 2021-04-18 04:00:00
7.2, 7.8, 257.0, 84.0, 2021-04-18 05:00:00
6.8, 11.5, 257.0, 69.0, 2021-04-18 06:00:00
6.5, 13.8, 271.0, 54.0, 2021-04-18 07:00:00
3.6, 16.6, 256.0, 47.0, 2021-04-18 08:00:00
10.4, 17.2, 93.0, 50.0, 2021-04-18 09:00:00
11.9, 18.4, 68.0, 41.0, 2021-04-18 10:00:00
9.4, 18.6, 116.0, 46.0, 2021-04-18 11:00:00
10.4, 19.0, 126.0, 44.0, 2021-04-18 12:00:00
11.9, 18.2, 97.0, 43.0, 2021-04-18 13:00:00
6.5, 19.4, 118.0, 38.0, 2021-04-18 16:00:00
6.5, 18.2, 139.0, 43.0, 2021-04-18 17:00:00
7.6, 16.6, 144.0, 43.0, 2021-04-18 18:00:00
2.9, 12.5, 292.0, 63.0, 2021-04-18 19:00:00
8.3, 12.3, 71.0, 63.0, 2021-04-18 20:00:00
2.9, 12.2, 47.0, 64.0, 2021-04-18 21:00:00
1.8, 9.9, 0.0, 74.0, 2021-04-18 22:00:00
7.2, 10.3, 254.0, 71.0, 2021-04-18 23:00:00
10.4, 10.6, 257.0, 71.0, 2021-04-19 00:00:00
6.1, 9.4, 263.0, 72.0, 2021-04-19 01:00:00
5.0, 7.5, 251.0, 74.0, 2021-04-19 02:00:00
5.0, 8.1, 261.0, 68.0, 2021-04-19 03:00:00
2.2, 6.9, 0.0, 73.0, 2021-04-19 04:00:00
6.5, 10.4, 58.0, 54.0, 2021-04-19 05:00:00
11.9, 13.4, 46.0, 45.0, 2021-04-19 06:00:00
13.0, 14.7, 79.0, 35.0, 2021-04-19 07:00:00
12.2, 15.6, 83.0, 31.0, 2021-04-19 08:00:00
11.9, 16.9, 68.0, 24.0, 2021-04-19 09:00:00
11.5, 17.5, 102.0, 28.0, 2021-04-19 10:00:00
14.4, 18.6, 102.0, 24.0, 2021-04-19 11:00:00
6.1, 18.9, 89.0, 21.0, 2021-04-19 12:00:00
6.1, 19.5, 102.0, 24.0, 2021-04-19 13:00:00
4.0, 19.6, 72.0, 25.0, 2021-04-19 14:00:00
9.4, 20.1, 87.0, 22.0, 2021-04-19 15:00:00
7.6, 19.4, 81.0, 24.0, 2021-04-19 16:00:00
4.3, 18.6, 165.0, 28.0, 2021-04-19 17:00:00
5.0, 16.1, 187.0, 33.0, 2021-04-19 18:00:00
1.8, 13.2, 0.0, 46.0, 2021-04-19 19:00:00
6.5, 9.3, 236.0, 60.0, 2021-04-19 20:00:00
5.4, 10.4, 255.0, 57.0, 2021-04-19 21:00:00
14.8, 9.9, 246.0, 63.0, 2021-04-19 22:00:00
4.3, 9.9, 216.0, 65.0, 2021-04-19 23:00:00
5.4, 9.5, 269.0, 63.0, 2021-04-20 00:00:00
9.4, 8.6, 258.0, 73.0, 2021-04-20 01:00:00
11.5, 6.6, 246.0, 84.0, 2021-04-20 02:00:00
9.0, 6.3, 273.0, 91.0, 2021-04-20 03:00:00
8.6, 6.2, 238.0, 88.0, 2021-04-20 04:00:00
6.8, 7.2, 253.0, 85.0, 2021-04-20 05:00:00
8.6, 10.0, 258.0, 67.0, 2021-04-20 06:00:00
4.3, 12.3, 275.0, 60.0, 2021-04-20 07:00:00
5.4, 14.8, 279.0, 53.0, 2021-04-20 08:00:00
6.8, 16.0, 23.0, 52.0, 2021-04-20 09:00:00
12.6, 16.0, 101.0, 48.0, 2021-04-20 10:00:00
10.1, 16.7, 93.0, 51.0, 2021-04-20 11:00:00
8.6, 18.1, 17.0, 39.0, 2021-04-20 12:00:00
10.4, 18.0, 97.0, 44.0, 2021-04-20 13:00:00
7.6, 18.6, 97.0, 39.0, 2021-04-20 14:00:00
5.4, 19.2, 105.0, 35.0, 2021-04-20 15:00:00
1.4, 19.5, 0.0, 31.0, 2021-04-20 16:00:00
7.6, 17.6, 129.0, 36.0, 2021-04-20 17:00:00
4.3, 14.8, 113.0, 52.0, 2021-04-20 18:00:00
3.6, 12.4, 51.0, 68.0, 2021-04-20 19:00:00
1.1, 11.5, 0.0, 67.0, 2021-04-20 20:00:00
3.2, 9.3, 245.0, 76.0, 2021-04-20 21:00:00
2.9, 9.1, 316.0, 73.0, 2021-04-20 22:00:00
11.2, 9.5, 252.0, 75.0, 2021-04-20 23:00:00
3.6, 9.7, 258.0, 79.0, 2021-04-21 00:00:00
7.9, 6.7, 230.0, 91.0, 2021-04-21 01:00:00
7.9, 7.0, 241.0, 81.0, 2021-04-21 02:00:00
7.2, 6.7, 236.0, 93.0, 2021-04-21 03:00:00
5.8, 7.9, 184.0, 85.0, 2021-04-21 04:00:00
4.7, 6.8, 200.0, 90.0, 2021-04-21 05:00:00
1.1, 10.1, 0.0, 80.0, 2021-04-21 06:00:00
3.6, 12.5, 78.0, 69.0, 2021-04-21 07:00:00
10.4, 13.6, 99.0, 62.0, 2021-04-21 08:00:00
10.8, 14.5, 65.0, 61.0, 2021-04-21 09:00:00
14.0, 14.9, 110.0, 58.0, 2021-04-21 10:00:00
11.2, 15.5, 71.0, 58.0, 2021-04-21 11:00:00
12.2, 16.2, 53.0, 51.0, 2021-04-21 12:00:00
11.2, 16.6, 94.0, 54.0, 2021-04-21 13:00:00
10.8, 16.7, 90.0, 52.0, 2021-04-21 14:00:00
7.9, 16.8, 128.0, 56.0, 2021-04-21 15:00:00
13.3, 17.4, 133.0, 47.0, 2021-04-21 16:00:00
14.8, 15.6, 124.0, 52.0, 2021-04-21 17:00:00
9.0, 13.3, 117.0, 58.0, 2021-04-21 18:00:00
5.8, 10.0, 103.0, 87.0, 2021-04-21 19:00:00
10.8, 8.7, 80.0, 96.0, 2021-04-21 20:00:00
4.0, 8.8, 60.0, 91.0, 2021-04-21 21:00:00
6.8, 8.1, 288.0, 86.0, 2021-04-21 22:00:00
4.3, 7.8, 180.0, 78.0, 2021-04-21 23:00:00
3.2, 6.6, 234.0, 99.0, 2021-04-22 00:00:00
2.9, 6.7, 176.0, 96.0, 2021-04-22 01:00:00
2.9, 5.1, 156.0, 100.0, 2021-04-22 03:00:00
4.0, 5.7, 137.0, 93.0, 2021-04-22 04:00:00
1.4, 6.7, 0.0, 88.0, 2021-04-22 05:00:00
7.2, 9.3, 85.0, 79.0, 2021-04-22 06:00:00
14.0, 9.5, 141.0, 96.0, 2021-04-22 07:00:00
4.7, 11.8, 111.0, 65.0, 2021-04-22 08:00:00
15.5, 12.2, 139.0, 68.0, 2021-04-22 09:00:00
15.8, 12.9, 152.0, 67.0, 2021-04-22 10:00:00
10.1, 13.8, 152.0, 64.0, 2021-04-22 11:00:00
10.4, 14.9, 96.0, 62.0, 2021-04-22 12:00:00
10.4, 14.9, 126.0, 57.0, 2021-04-22 13:00:00
15.8, 14.9, 132.0, 56.0, 2021-04-22 14:00:00
14.4, 15.6, 130.0, 57.0, 2021-04-22 15:00:00
17.3, 14.1, 121.0, 58.0, 2021-04-22 16:00:00
10.1, 12.6, 118.0, 66.0, 2021-04-22 17:00:00
14.8, 11.4, 124.0, 72.0, 2021-04-22 18:00:00
10.8, 10.5, 135.0, 76.0, 2021-04-22 19:00:00
3.6, 9.1, 178.0, 91.0, 2021-04-22 20:00:00
5.0, 9.3, 92.0, 94.0, 2021-04-22 21:00:00
