station_observations
wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time
187.0, None, None, 0.6, None, 8.3, None, 2.5, None, None, None, 97.0, 2021-01-02 10:00:00
None, 97.0, 8.3, None, 2.1, None, 2.5, None, 187.0, 0.6, None, None, 2021-01-02 11:00:00
144.0, None, None, 0.0, None, 9.7, None, 2.3, None, None, None, 72.0, 2021-01-03 16:00:00
218.0, None, None, 0.0, None, 3.5, None, 1.3, None, None, None, 94.0, 2021-01-04 10:00:00
120.0, None, None, 0.0, None, 6.3, None, 1.4, None, None, None, 94.0, 2021-01-04 11:00:00
7.0, 94.0, 6.3, 0.0, 0.5, 4.5, 1.4, 1.6, 120.0, 0.0, None, 94.0, 2021-01-04 12:00:00
165.0, 94.0, 4.5, 0.2, 0.7, 4.6, 1.6, 1.2, 7.0, 0.0, None, 98.0, 2021-01-04 13:00:00
188.0, 98.0, 4.6, 0.4, 0.9, 6.4, 1.2, 0.9, 165.0, 0.2, None, 99.0, 2021-01-04 14:00:00
177.0, 99.0, 6.4, 0.4, 0.8, 5.8, 0.9, 0.3, 188.0, 0.4, None, 99.0, 2021-01-04 15:00:00
175.0, 99.0, 5.8, 0.0, 0.2, 6.0, 0.3, 0.2, 177.0, 0.4, None, 100.0, 2021-01-04 16:00:00
195.0, 100.0, 6.0, 0.0, 0.2, 2.3, 0.2, 0.1, 175.0, 0.0, None, 100.0, 2021-01-04 17:00:00
145.0, 100.0, 2.3, 0.0, 0.1, 2.8, 0.1, 0.2, 195.0, 0.0, None, 100.0, 2021-01-04 18:00:00
71.0, 100.0, 2.8, 0.0, 0.2, 6.0, 0.2, 0.5, 145.0, 0.0, None, 100.0, 2021-01-04 19:00:00
152.0, 100.0, 6.0, 0.0, 0.5, 10.1, 0.5, 0.4, 71.0, 0.0, None, 100.0, 2021-01-04 20:00:00
166.0, 100.0, 10.1, 0.0, 0.4, 5.4, 0.4, 0.5, 152.0, 0.0, None, 100.0, 2021-01-04 21:00:00
12.0, 100.0, 5.4, 0.2, 0.5, 12.8, 0.5, 1.1, 166.0, 0.0, None, 98.0, 2021-01-04 22:00:00
88.0, 98.0, 12.8, 1.0, 0.8, 6.8, 1.1, 1.0, 12.0, 0.2, None, 99.0, 2021-01-04 23:00:00
167.0, 99.0, 6.8, 0.0, 0.9, 7.8, 1.0, 0.7, 88.0, 1.0, None, 99.0, 2021-01-05 00:00:00
73.0, 99.0, 7.8, 0.0, 0.6, 6.0, 0.7, 0.6, 167.0, 0.0, None, 100.0, 2021-01-05 01:00:00
132.0, 100.0, 6.0, 0.2, 0.6, 4.5, 0.6, 0.8, 73.0, 0.0, None, 99.0, 2021-01-05 02:00:00
98.0, 99.0, 4.5, 0.4, 0.7, 4.7, 0.8, 0.8, 132.0, 0.2, None, 98.0, 2021-01-05 03:00:00
86.0, 98.0, 4.7, 0.2, 0.5, 6.0, 0.8, 0.8, 98.0, 0.4, None, 96.0, 2021-01-05 04:00:00
35.0, 96.0, 6.0, 0.0, 0.2, 5.6, 0.8, 0.2, 86.0, 0.2, None, 97.0, 2021-01-05 05:00:00
156.0, 97.0, 5.6, 0.0, -0.2, 4.9, 0.2, 0.4, 35.0, 0.0, None, 96.0, 2021-01-05 06:00:00
24.0, 96.0, 4.9, 0.0, -0.2, 9.0, 0.4, 0.2, 156.0, 0.0, None, 96.0, 2021-01-05 07:00:00
45.0, 96.0, 9.0, 0.0, -0.4, 5.8, 0.2, 0.5, 24.0, 0.0, None, 97.0, 2021-01-05 08:00:00
22.0, 97.0, 5.8, 0.0, 0.1, 2.7, 0.5, 1.4, 45.0, 0.0, None, 94.0, 2021-01-05 09:00:00
235.0, 94.0, 2.7, 0.4, 0.5, 4.0, 1.4, 1.9, 22.0, 0.0, 3.0, 93.0, 2021-01-05 10:00:00
