station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -8.9, 47.0, None, None, 304.0, 169.0, None, 2017-01-01 00:00:00, None
None, None, None, None, -9.3, 47.0, None, None, 304.0, 169.0, None, 2017-01-01 01:00:00, None
None, None, None, None, -9.5, 47.0, None, None, 304.0, 169.0, None, 2017-01-01 02:00:00, None
None, None, None, None, -9.5, 48.0, None, None, 304.0, 169.0, None, 2017-01-01 03:00:00, None
None, None, None, None, -9.9, 49.0, None, None, 305.0, 171.0, None, 2017-01-01 04:00:00, None
None, None, None, None, -10.6, 48.0, None, None, 305.0, 171.0, None, 2017-01-01 05:00:00, None
None, None, None, None, -11.6, 54.0, None, None, 306.0, 171.0, None, 2017-01-01 06:00:00, None
None, None, None, None, -12.5, 58.0, None, None, 308.0, 173.0, None, 2017-01-01 07:00:00, None
None, None, None, None, -12.8, 58.0, None, None, 310.0, 177.0, None, 2017-01-01 08:00:00, None
None, None, None, None, -13.1, 64.0, None, None, 311.0, 178.0, None, 2017-01-01 09:00:00, None
None, None, None, None, -13.5, 66.0, None, None, 313.0, 180.0, None, 2017-01-01 10:00:00, None
None, None, None, None, -14.2, 65.0, None, None, 313.0, 180.0, None, 2017-01-01 11:00:00, None
None, None, None, None, -14.8, 65.0, None, None, 313.0, 180.0, None, 2017-01-01 12:00:00, None
None, None, None, None, -15.3, 64.0, None, None, 313.0, 180.0, None, 2017-01-01 13:00:00, None
None, None, None, None, -15.7, 64.0, None, None, 313.0, 180.0, None, 2017-01-01 14:00:00, None
None, None, None, None, -16.1, 63.0, None, None, 313.0, 181.0, None, 2017-01-01 15:00:00, None
None, 221.0, None, None, -16.4, 63.0, None, None, 312.0, 181.0, None, 2017-01-01 16:00:00, None
None, None, None, None, -16.6, 62.0, None, None, 312.0, 181.0, None, 2017-01-01 17:00:00, None
None, None, None, None, -16.5, 62.0, None, None, 312.0, 181.0, None, 2017-01-01 18:00:00, None
None, None, None, None, -16.1, 62.0, None, None, 312.0, 181.0, None, 2017-01-01 19:00:00, None
None, None, None, None, -15.5, 61.0, None, None, 311.0, 181.0, None, 2017-01-01 20:00:00, None
None, None, None, None, -15.4, 61.0, None, None, 311.0, 181.0, None, 2017-01-01 21:00:00, None
None, None, None, None, -15.4, 61.0, None, None, 311.0, 181.0, None, 2017-01-01 22:00:00, None
None, None, None, None, -16.6, 61.0, None, None, 310.0, 181.0, None, 2017-01-01 23:00:00, None
None, None, None, None, -18.4, 60.0, None, None, 310.0, 181.0, None, 2017-01-02 00:00:00, None
None, None, None, None, -19.4, 60.0, None, None, 309.0, 181.0, None, 2017-01-02 01:00:00, None
None, None, None, None, -19.0, 60.0, None, None, 307.0, 181.0, None, 2017-01-02 02:00:00, None
None, None, None, None, -19.0, 60.0, None, None, 306.0, 181.0, None, 2017-01-02 03:00:00, None
None, None, None, None, -20.1, 60.0, None, None, 305.0, 181.0, None, 2017-01-02 04:00:00, None
None, None, None, None, -20.3, 59.0, None, None, 304.0, 181.0, None, 2017-01-02 05:00:00, None
None, None, None, None, -20.7, 59.0, None, None, 303.0, 181.0, None, 2017-01-02 06:00:00, None
None, None, None, None, -21.8, 58.0, None, None, 302.0, 181.0, None, 2017-01-02 07:00:00, None
None, None, None, None, -23.3, 58.0, None, None, 301.0, 181.0, None, 2017-01-02 08:00:00, None
None, None, None, None, -23.9, 58.0, None, None, 299.0, 181.0, None, 2017-01-02 09:00:00, None
None, None, None, None, -23.7, 58.0, None, None, 298.0, 181.0, None, 2017-01-02 10:00:00, None
None, None, None, None, -22.7, 58.0, None, None, 297.0, 181.0, None, 2017-01-02 11:00:00, None
None, None, None, None, -20.6, 58.0, None, None, 295.0, 181.0, None, 2017-01-02 12:00:00, None
None, None, None, None, -20.1, 58.0, None, None, 297.0, 181.0, None, 2017-01-02 13:00:00, None
None, None, None, None, -18.8, 58.0, None, None, 296.0, 181.0, None, 2017-01-02 14:00:00, None
None, None, None, None, -20.4, 57.0, None, None, 296.0, 181.0, None, 2017-01-02 15:00:00, None
None, 221.0, None, None, -18.9, 58.0, None, None, 295.0, 181.0, None, 2017-01-02 16:00:00, None
None, None, None, None, -17.4, 58.0, None, None, 295.0, 181.0, None, 2017-01-02 17:00:00, None
None, None, None, None, -16.9, 57.0, None, None, 295.0, 181.0, None, 2017-01-02 18:00:00, None
None, None, None, None, -16.5, 57.0, None, None, 296.0, 181.0, None, 2017-01-02 19:00:00, None
None, None, None, None, -16.1, 57.0, None, None, 296.0, 181.0, None, 2017-01-02 20:00:00, None
None, None, None, None, -16.1, 57.0, None, None, 296.0, 181.0, None, 2017-01-02 21:00:00, None
None, None, None, None, -15.7, 57.0, None, None, 298.0, 181.0, None, 2017-01-02 22:00:00, None
None, None, None, None, -16.2, 57.0, None, None, 298.0, 181.0, None, 2017-01-02 23:00:00, None
None, None, None, None, -16.7, 57.0, None, None, 298.0, 181.0, None, 2017-01-03 00:00:00, None
None, None, None, None, -17.3, 57.0, None, None, 297.0, 181.0, None, 2017-01-03 01:00:00, None
None, None, None, None, -17.2, 57.0, None, None, 296.0, 181.0, None, 2017-01-03 02:00:00, None
None, None, None, None, -17.7, 57.0, None, None, 297.0, 181.0, None, 2017-01-03 03:00:00, None
None, None, None, None, -17.7, 57.0, None, None, 296.0, 181.0, None, 2017-01-03 04:00:00, None
None, None, None, None, -19.4, 57.0, None, None, 295.0, 181.0, None, 2017-01-03 05:00:00, None
None, None, None, None, -19.8, 57.0, None, None, 295.0, 181.0, None, 2017-01-03 06:00:00, None
None, None, None, None, -21.0, 57.0, None, None, 295.0, 181.0, None, 2017-01-03 07:00:00, None
None, None, None, None, -23.0, 57.0, None, None, 293.0, 181.0, None, 2017-01-03 08:00:00, None
None, None, None, None, -23.8, 57.0, None, None, 292.0, 181.0, None, 2017-01-03 09:00:00, None
None, None, None, None, -22.9, 57.0, None, None, 289.0, 181.0, None, 2017-01-03 10:00:00, None
None, None, None, None, -21.7, 56.0, None, None, 288.0, 181.0, None, 2017-01-03 11:00:00, None
None, None, None, None, -22.5, 56.0, None, None, 287.0, 181.0, None, 2017-01-03 12:00:00, None
None, None, None, None, -23.0, 56.0, None, None, 286.0, 181.0, None, 2017-01-03 13:00:00, None
