station_observations
wind_speed, temperature, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation, time
2.0, None, None, 200.0, None, 0.0, None, None, None, 0.0, 2020-01-01 00:00:00
2.3, None, None, 187.0, None, 0.0, None, None, None, 0.0, 2020-01-01 01:00:00
15.3, None, None, 127.0, None, 0.0, None, None, None, 0.0, 2020-01-01 02:00:00
12.4, None, None, 177.0, None, 0.0, None, None, None, 0.0, 2020-01-01 03:00:00
10.5, None, None, 156.0, None, 0.0, None, None, None, 0.0, 2020-01-01 04:00:00
8.6, None, None, 139.0, None, 0.0, None, None, None, 0.0, 2020-01-01 05:00:00
4.9, None, None, 133.0, None, 0.0, None, None, None, 0.0, 2020-01-01 06:00:00
1.9, None, None, 300.0, None, 0.0, None, None, None, 0.0, 2020-01-01 07:00:00
6.9, None, None, 169.0, None, 0.0, None, None, None, 0.0, 2020-01-01 08:00:00
1.9, None, None, 130.0, None, 0.0, None, None, None, 0.0, 2020-01-01 09:00:00
2.1, None, None, 118.0, None, 0.0, None, None, None, 0.0, 2020-01-01 10:00:00
4.1, None, None, 95.0, None, 0.0, None, None, None, 0.0, 2020-01-01 11:00:00
6.7, None, None, 148.0, None, 0.0, None, None, None, 0.0, 2020-01-01 12:00:00
5.2, None, None, 129.0, None, 0.0, None, None, None, 0.0, 2020-01-01 13:00:00
7.9, None, None, 115.0, None, 0.0, None, None, None, 0.0, 2020-01-01 14:00:00
7.2, None, None, 132.0, None, 0.0, None, None, None, 0.0, 2020-01-01 15:00:00
5.5, None, None, 122.0, None, 0.0, None, None, None, 0.0, 2020-01-01 16:00:00
4.1, None, None, 120.0, None, 0.0, None, None, None, 0.0, 2020-01-01 17:00:00
4.4, None, None, 124.0, None, 0.0, None, None, None, 0.0, 2020-01-01 18:00:00
3.6, None, None, 118.0, None, 0.0, None, None, None, 0.0, 2020-01-01 19:00:00
4.1, None, None, 111.0, None, 0.0, None, None, None, 0.0, 2020-01-01 20:00:00
2.6, None, None, 151.0, None, 0.0, None, None, None, 0.0, 2020-01-01 21:00:00
3.9, None, None, 117.0, None, 0.0, None, None, None, 0.0, 2020-01-01 22:00:00
4.6, None, None, 228.0, None, 0.0, None, None, None, 0.0, 2020-01-01 23:00:00
5.3, None, None, 175.0, None, 0.0, None, None, None, 0.0, 2020-01-02 00:00:00
4.2, None, None, 42.0, None, 0.0, None, None, None, 0.0, 2020-01-02 01:00:00
4.3, None, None, 97.0, None, 0.0, None, None, None, 0.0, 2020-01-02 02:00:00
5.7, None, None, 108.0, None, 0.0, None, None, None, 0.0, 2020-01-02 03:00:00
4.7, None, None, 114.0, None, 0.0, None, None, None, 0.0, 2020-01-02 04:00:00
6.2, None, None, 93.0, None, 0.0, None, None, None, 0.0, 2020-01-02 05:00:00
3.6, None, None, 90.0, None, 0.0, None, None, None, 0.0, 2020-01-02 06:00:00
2.5, None, None, 52.0, None, 0.0, None, None, None, 0.0, 2020-01-02 07:00:00
3.2, None, None, 46.0, None, 0.0, None, None, None, 0.0, 2020-01-02 08:00:00
6.0, None, None, 96.0, None, 0.0, None, None, None, 0.0, 2020-01-02 09:00:00
2.4, None, None, 44.0, None, 0.0, None, None, None, 0.0, 2020-01-02 10:00:00
2.9, None, None, 38.0, None, 0.0, None, None, None, 0.0, 2020-01-02 11:00:00
2.1, None, None, 17.0, None, 0.0, None, None, None, 0.0, 2020-01-02 12:00:00
2.1, None, None, 357.0, None, 0.0, None, None, None, 0.0, 2020-01-02 13:00:00
2.6, None, None, 40.0, None, 0.0, None, None, None, 0.0, 2020-01-02 14:00:00
2.2, None, None, 21.0, None, 0.0, None, None, None, 0.0, 2020-01-02 15:00:00
2.1, None, None, 45.0, None, 0.0, None, None, None, 0.0, 2020-01-02 16:00:00
2.2, None, None, 65.0, None, 0.0, None, None, None, 0.0, 2020-01-02 17:00:00
2.1, None, None, 55.0, None, 0.0, None, None, None, 0.0, 2020-01-02 18:00:00
2.1, None, None, 72.0, None, 0.0, None, None, None, 0.0, 2020-01-02 19:00:00
