station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, -1.4, 0.811999, 2018-01-01 00:00:00, -1.355
None, -1.6, 0.941999, 2018-01-01 01:00:00, -1.585
None, -1.6, 1.042, 2018-01-01 02:00:00, -1.552
None, -1.6, 1.475, 2018-01-01 03:00:00, -1.585
None, -2.0, 1.599, 2018-01-01 04:00:00, -1.975
None, -1.8, 0.924, 2018-01-01 05:00:00, -1.763
None, -1.2, 1.083, 2018-01-01 06:00:00, -1.225
None, -1.0, 1.936, 2018-01-01 07:00:00, -0.981
None, -1.2, 1.688, 2018-01-01 08:00:00, -1.222
None, -1.1, 1.258, 2018-01-01 09:00:00, -1.118
None, -0.2, 1.261, 2018-01-01 10:00:00, -0.233998
None, 0.5, 1.598, 2018-01-01 11:00:00, 0.547999
None, 1.8, 1.135, 2018-01-01 12:00:00, 1.819
None, 2.9, 0.781, 2018-01-01 13:00:00, 2.929
None, 3.3, 0.883, 2018-01-01 14:00:00, 3.323
None, 3.2, 1.777, 2018-01-01 15:00:00, 3.217
None, 3.4, 1.431, 2018-01-01 16:00:00, 3.421
None, 1.8, 1.192, 2018-01-01 17:00:00, 1.753
None, 0.2, 0.646, 2018-01-01 18:00:00, 0.202998
None, -0.1, 1.801, 2018-01-01 19:00:00, -0.082998
None, -0.8, 0.574, 2018-01-01 20:00:00, -0.776
None, -0.9, 0.716, 2018-01-01 21:00:00, -0.893
None, -1.0, 0.354999, 2018-01-01 22:00:00, -0.984
None, -1.1, 0.897, 2018-01-01 23:00:00, -1.055
None, -0.4, 0.958, 2018-01-02 00:00:00, -0.449
None, -0.4, 1.073, 2018-01-02 01:00:00, -0.377
None, -0.3, 0.855, 2018-01-02 02:00:00, -0.293
None, -0.5, 1.126, 2018-01-02 03:00:00, -0.500998
None, -0.6, 0.709999, 2018-01-02 04:00:00, -0.561999
None, -0.7, 1.111, 2018-01-02 05:00:00, -0.681999
None, -0.4, 1.328, 2018-01-02 06:00:00, -0.404
None, -0.4, 0.804, 2018-01-02 07:00:00, -0.414999
None, 0.1, 1.28, 2018-01-02 08:00:00, 0.061
None, -0.1, 1.046, 2018-01-02 09:00:00, -0.119
None, 0.0, 1.387, 2018-01-02 10:00:00, 0.048999
None, 1.2, 0.694, 2018-01-02 11:00:00, 1.239
None, 2.4, 1.439, 2018-01-02 12:00:00, 2.371
None, 3.0, 2.212, 2018-01-02 13:00:00, 3.015
